var,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,subject
48,0.41853999999999997,0.39068,0.60021,0.48962,0.7061,0.5862,0.5562699999999999,0.53122,0.8492700000000001,0.74392,0.54197,0.5584100000000001,0.60168,0.58373,0.35958,0.6070800000000001,0.59315,0.53899,0.51193,0.47636000000000006,1
49,0.43268,0.4041,0.58497,0.47775,0.7021,0.58405,0.54665,0.5121899999999999,0.83557,0.74065,0.53195,0.5504100000000001,0.59939,0.58721,0.3603,0.60114,0.58292,0.53695,0.5230899999999999,0.49258,1
50,0.44998999999999995,0.41886,0.5675100000000001,0.46756000000000003,0.6966399999999999,0.57865,0.53475,0.48239,0.81655,0.73625,0.52089,0.54448,0.60016,0.57758,0.36184,0.5945199999999999,0.57208,0.5333100000000001,0.53308,0.50605,1
51,0.46858999999999995,0.43366000000000005,0.54694,0.46156,0.68894,0.5726899999999999,0.52069,0.48878,0.80274,0.73717,0.50508,0.54827,0.6035699999999999,0.5686899999999999,0.36536,0.5908,0.5624600000000001,0.5313899999999999,0.541,0.51246,1
52,0.48291999999999996,0.44677,0.52475,0.45571000000000006,0.68093,0.5663199999999999,0.50612,0.48123,0.80432,0.73552,0.48978999999999995,0.54493,0.60751,0.56617,0.36935999999999997,0.58997,0.55413,0.52979,0.54561,0.49973,1
53,0.49183000000000004,0.4603,0.50231,0.44822,0.67638,0.5584399999999999,0.4929,0.48061000000000004,0.81395,0.71921,0.47486999999999996,0.5415399999999999,0.61663,0.5737300000000001,0.37506,0.59062,0.54778,0.52551,0.54985,0.47308999999999996,1
54,0.49783,0.4719,0.47977,0.43765,0.6725300000000001,0.5505899999999999,0.48946000000000006,0.47663,0.80824,0.70153,0.47207,0.5391600000000001,0.6250600000000001,0.57767,0.38044,0.59153,0.54038,0.5201899999999999,0.54991,0.44018999999999997,1
55,0.5014,0.47846000000000005,0.45824,0.4247,0.6683,0.542,0.47843,0.47253999999999996,0.8075899999999999,0.69208,0.47146000000000005,0.53805,0.62669,0.57797,0.38354,0.5926899999999999,0.53072,0.51445,0.54296,0.41536000000000006,1
56,0.50425,0.48108,0.43817,0.41358,0.6664,0.5292,0.47585,0.47866000000000003,0.8059999999999999,0.68666,0.4731,0.52845,0.62151,0.57424,0.38653000000000004,0.59632,0.52145,0.50943,0.5351100000000001,0.40025,1
57,0.51057,0.48246999999999995,0.42175,0.4056,0.66676,0.51849,0.46363000000000004,0.48726,0.80535,0.68178,0.47617,0.51444,0.61627,0.5656,0.38713000000000003,0.60155,0.5169699999999999,0.50388,0.52917,0.40495,1
58,0.51994,0.48683999999999994,0.41098999999999997,0.39971999999999996,0.6671199999999999,0.50881,0.46242,0.47498,0.8032600000000001,0.66991,0.48539,0.5162399999999999,0.61441,0.56097,0.3843,0.60669,0.51537,0.49537,0.5267,0.42458999999999997,1
59,0.53055,0.49195,0.40492,0.39443,0.6661600000000001,0.49903000000000003,0.43943999999999994,0.47646000000000005,0.80592,0.65466,0.50208,0.5153,0.61257,0.5588,0.38037,0.61031,0.5122800000000001,0.48753,0.5293,0.44828,1
60,0.53752,0.49763,0.40152,0.39216,0.66491,0.48977,0.43315,0.47352,0.80506,0.63798,0.51726,0.5173800000000001,0.61624,0.5555100000000001,0.37801999999999997,0.61147,0.50598,0.48528000000000004,0.5341899999999999,0.47958999999999996,1
61,0.54138,0.5035,0.39958,0.3924,0.65938,0.48175,0.42423999999999995,0.46373000000000003,0.80087,0.61483,0.52047,0.51594,0.62279,0.55325,0.38049,0.61005,0.49883999999999995,0.48733999999999994,0.53992,0.51121,1
62,0.5442600000000001,0.5081100000000001,0.3986,0.39582,0.64907,0.47523999999999994,0.4236,0.46571,0.7934899999999999,0.58745,0.51913,0.51481,0.63074,0.54161,0.38911,0.60775,0.49085,0.48518,0.54689,0.53004,1
63,0.54876,0.51277,0.39623,0.40143,0.64152,0.46711,0.41702,0.46812,0.78663,0.56457,0.51686,0.5091100000000001,0.6358699999999999,0.5258,0.39995,0.60693,0.47652,0.4808,0.55748,0.54484,1
64,0.55066,0.51525,0.39454,0.40939000000000003,0.6324,0.46051000000000003,0.41221,0.46378,0.78317,0.54802,0.51881,0.50566,0.6311100000000001,0.51539,0.40861,0.60412,0.46353,0.47935,0.56777,0.5521699999999999,1
65,0.55629,0.5161100000000001,0.3951,0.41958,0.6238100000000001,0.45432,0.40886,0.46695,0.78196,0.53723,0.51532,0.50737,0.6217699999999999,0.51315,0.41223999999999994,0.5975699999999999,0.45276000000000005,0.47765,0.5745100000000001,0.55579,1
66,0.56608,0.50995,0.3999,0.43213,0.6190399999999999,0.44608000000000003,0.40041,0.47248,0.77874,0.52846,0.51015,0.51605,0.61054,0.50976,0.41341999999999995,0.58722,0.434,0.47773999999999994,0.57592,0.54974,1
67,0.57839,0.4973,0.40673000000000004,0.44578,0.61315,0.43637,0.39149,0.46531000000000006,0.7834,0.52178,0.5129,0.52912,0.60297,0.5082300000000001,0.41351000000000004,0.5754600000000001,0.42426,0.47856000000000004,0.5747,0.54099,1
68,0.59035,0.48938000000000004,0.4144,0.46151000000000003,0.60683,0.42596000000000006,0.37839,0.45813000000000004,0.77882,0.51788,0.52167,0.5535399999999999,0.5964,0.5099,0.41141000000000005,0.5644899999999999,0.41753,0.47526,0.5673,0.54467,1
69,0.6013,0.48471000000000003,0.42405,0.47651000000000004,0.60141,0.41791000000000006,0.37653000000000003,0.46336000000000005,0.7701100000000001,0.5150899999999999,0.53225,0.57591,0.59219,0.51303,0.40957,0.55233,0.40457,0.47031000000000006,0.55584,0.54479,1
70,0.61007,0.48973999999999995,0.4354,0.48956000000000005,0.59036,0.40908,0.38094,0.46058000000000004,0.75736,0.50921,0.53979,0.58244,0.58796,0.51539,0.40962,0.53847,0.39405,0.46583,0.54832,0.54898,1
71,0.6118,0.5038199999999999,0.44787,0.50049,0.57307,0.39632,0.37883,0.44373999999999997,0.73903,0.5037699999999999,0.5422100000000001,0.5725899999999999,0.5778399999999999,0.51271,0.41262,0.5244,0.38811999999999997,0.4596,0.5453,0.54192,1
72,0.60096,0.5183300000000001,0.46,0.5082,0.55129,0.38576,0.36867,0.43111000000000005,0.72553,0.49723,0.5333100000000001,0.5433899999999999,0.56612,0.50367,0.4206,0.51377,0.3845,0.4492,0.5454100000000001,0.53476,1
73,0.58506,0.52788,0.47031000000000006,0.51569,0.53099,0.38383,0.36727,0.40674,0.70517,0.49277,0.52388,0.5082300000000001,0.5543399999999999,0.48885,0.43205,0.5078699999999999,0.38936,0.43868999999999997,0.5455800000000001,0.52835,1
74,0.56831,0.53035,0.4795,0.52289,0.5144,0.38743,0.36313,0.38921,0.68398,0.48963999999999996,0.5130399999999999,0.47245,0.5411199999999999,0.47867,0.43833999999999995,0.50521,0.39432,0.42854,0.54488,0.5290199999999999,1
75,0.55466,0.53352,0.48955,0.53209,0.5007199999999999,0.39455999999999997,0.36818,0.39760999999999996,0.65514,0.49263,0.50831,0.44695,0.5242899999999999,0.46743999999999997,0.43918,0.50535,0.39635,0.41658,0.54042,0.5176,1
76,0.54319,0.53252,0.49959,0.54365,0.49238000000000004,0.39976999999999996,0.36654000000000003,0.4093,0.63695,0.48968999999999996,0.5091899999999999,0.42601000000000006,0.5078199999999999,0.45575,0.43548000000000003,0.50556,0.39801,0.40424,0.53322,0.5028600000000001,1
77,0.52894,0.5272,0.50716,0.55619,0.49148000000000003,0.4056,0.35904,0.42568,0.62936,0.47905,0.5181899999999999,0.42472,0.49236,0.44477,0.43261000000000005,0.50945,0.39799,0.39207,0.52441,0.49049,1
78,0.51252,0.52264,0.5123,0.5696,0.49123,0.41285,0.34118000000000004,0.43318,0.62139,0.46752,0.53408,0.44348999999999994,0.48200000000000004,0.44509,0.43322,0.51542,0.39221,0.38593,0.51071,0.49054,1
79,0.49913,0.5172100000000001,0.51571,0.58401,0.49321000000000004,0.4156,0.33481,0.43721000000000004,0.58983,0.4554,0.54159,0.46856000000000003,0.47708,0.4518,0.43954,0.5209,0.37793000000000004,0.38454,0.49718999999999997,0.48963999999999996,1
80,0.48422,0.50881,0.5202399999999999,0.59707,0.49101999999999996,0.41558,0.34331999999999996,0.43787,0.55775,0.44283,0.53918,0.48141999999999996,0.47772,0.4568,0.44977,0.52453,0.35452,0.38444,0.48552,0.48916000000000004,1
81,0.465,0.49801999999999996,0.5270100000000001,0.60565,0.4848,0.41784,0.36311,0.44115,0.54697,0.43325,0.52703,0.4859,0.48358,0.46145,0.4602,0.5273899999999999,0.33816999999999997,0.38439,0.47888000000000003,0.48982,1
82,0.44803000000000004,0.48908,0.53455,0.60897,0.4715,0.42232,0.39228,0.4546,0.5350699999999999,0.42443000000000003,0.50707,0.47616,0.48353,0.46981999999999996,0.46643999999999997,0.52992,0.32734,0.3835,0.4691,0.50255,1
83,0.43976000000000004,0.47576,0.54118,0.6036100000000001,0.45056999999999997,0.42349,0.41548999999999997,0.45671999999999996,0.52427,0.41757,0.48181999999999997,0.45127,0.47672,0.46613000000000004,0.46908999999999995,0.53081,0.32638,0.38748,0.46228,0.51808,1
84,0.4436,0.46299999999999997,0.54632,0.59148,0.43198000000000003,0.41866000000000003,0.43838,0.46471,0.51342,0.41263,0.46126999999999996,0.42283999999999994,0.46456000000000003,0.45481000000000005,0.47623000000000004,0.53198,0.32592,0.39876,0.45747,0.52933,1
85,0.45208000000000004,0.45441000000000004,0.5483100000000001,0.5754600000000001,0.42225,0.41279,0.4466,0.46679,0.49511000000000005,0.41303,0.45278,0.39921999999999996,0.44441,0.436,0.48831,0.5371199999999999,0.33505,0.41458999999999996,0.45687,0.53679,1
86,0.45453000000000005,0.44964,0.54697,0.56,0.41194,0.41141000000000005,0.45947,0.45156999999999997,0.47268999999999994,0.41671,0.45488999999999996,0.39455999999999997,0.4178,0.41628000000000004,0.5022800000000001,0.54422,0.3523,0.42956000000000005,0.45558000000000004,0.53074,1
87,0.44431000000000004,0.44428999999999996,0.5402399999999999,0.54274,0.40247,0.41338,0.46307,0.43743999999999994,0.4508,0.41628999999999994,0.46331000000000006,0.3798,0.39102,0.40428000000000003,0.51303,0.55143,0.36199000000000003,0.43873999999999996,0.46005,0.50253,1
88,0.43138999999999994,0.43992,0.5280100000000001,0.5243800000000001,0.39604,0.41527,0.45871000000000006,0.41713,0.43362,0.41194,0.47456000000000004,0.34476999999999997,0.3702,0.38771,0.5189699999999999,0.55728,0.36583000000000004,0.44627,0.46493,0.45533999999999997,1
89,0.41986999999999997,0.4362,0.51321,0.50136,0.39271999999999996,0.41541999999999996,0.43781000000000003,0.38778,0.42994,0.40551,0.48136999999999996,0.32068,0.36934,0.38225,0.51782,0.5543600000000001,0.34312,0.45198999999999995,0.46397,0.40358,1
90,0.40986999999999996,0.43226000000000003,0.49968999999999997,0.47357,0.38671,0.41152,0.41763999999999996,0.37256999999999996,0.43261000000000005,0.39474000000000004,0.48271000000000003,0.34469,0.39137,0.38956999999999997,0.51417,0.54225,0.31198000000000004,0.44623999999999997,0.46016999999999997,0.36162,1
91,0.39951,0.42488000000000004,0.48885,0.44661999999999996,0.37698000000000004,0.40496,0.37444,0.36141,0.439,0.3782,0.4733,0.38365,0.41703,0.37796,0.50853,0.5243800000000001,0.30266,0.4281,0.45125,0.3164,1
92,0.38961,0.42056000000000004,0.48168,0.42439,0.36871,0.39454,0.34706,0.33349,0.46108000000000005,0.36471,0.45263000000000003,0.39205999999999996,0.42778,0.39946,0.49796,0.50038,0.3235,0.40794,0.43756000000000006,0.28976,1
93,0.3799,0.41038,0.47328000000000003,0.41643,0.36107,0.38195999999999997,0.32143,0.29774,0.47081000000000006,0.35154,0.43572,0.38606999999999997,0.42373,0.39437,0.47922,0.4753,0.33812,0.39039,0.40753,0.30051,1
94,0.36873,0.39408000000000004,0.45863999999999994,0.41397,0.35266,0.36715,0.3026,0.28365999999999997,0.48445,0.35081,0.43951,0.39836,0.40558,0.38608000000000003,0.45018,0.44686000000000003,0.34481999999999996,0.37015,0.37312,0.32078,1
95,0.3582,0.3719,0.43509,0.40856,0.34349,0.35107,0.29070999999999997,0.28276,0.46885,0.35348,0.45264,0.39028,0.38197,0.37065,0.41641000000000006,0.41448999999999997,0.33898,0.34511,0.3423,0.34021999999999997,1
96,0.34191,0.34781,0.39754,0.38795,0.33638,0.34408,0.25938,0.28267,0.41889,0.34839000000000003,0.45698,0.37503000000000003,0.34299999999999997,0.32929,0.37731,0.37312,0.34338,0.32016,0.32174,0.34308,1
97,0.32466999999999996,0.32479,0.34586,0.34504,0.32534,0.33479000000000003,0.22951,0.28693,0.39954,0.3405,0.43793000000000004,0.33255,0.3063,0.2922,0.33229000000000003,0.32964,0.33847,0.29494000000000004,0.30130999999999997,0.32513000000000003,1
98,0.29425,0.29523,0.29789,0.29882,0.29395,0.30496999999999996,0.21629,0.28215,0.38902,0.31348000000000004,0.39374000000000003,0.32065,0.27039,0.26566999999999996,0.27895,0.28342,0.30563,0.26444,0.2795,0.29369,1
99,0.24070999999999998,0.25656,0.24779,0.24638000000000002,0.24075,0.25484,0.21291999999999997,0.23246,0.31255,0.25254,0.30783,0.29136999999999996,0.22959000000000002,0.22981999999999997,0.22503,0.23608,0.24351,0.22115,0.23881,0.23801999999999998,1
100,0.18437,0.21925999999999998,0.14507,0.15375,0.17764000000000002,0.20435,0.18009,0.16814,0.20394,0.17783,0.21959,0.16264,0.18308,0.17947000000000002,0.17188,0.19103,0.17057,0.17332999999999998,0.18588,0.17767,1
1,0.17707,0.18550999999999998,0.24090999999999999,0.2207,0.17293,0.18095999999999998,0.21547,0.25218,0.26045999999999997,0.23917,0.28376999999999997,0.2295,0.18031,0.22528,0.18553,0.18916,0.19529000000000002,0.17625,0.17649,0.26884,2
2,0.22919,0.24591999999999997,0.30582,0.28981999999999997,0.22421999999999997,0.23442,0.24388,0.27337,0.34160999999999997,0.2837,0.34865,0.3348,0.28672,0.27605999999999997,0.22943000000000002,0.23169,0.21091999999999997,0.2135,0.22941,0.31134,2
3,0.27241,0.29877,0.36544,0.34483,0.2515,0.31071,0.27921,0.3044,0.40328,0.32311,0.38915,0.43138000000000004,0.37413,0.32256999999999997,0.2672,0.27844,0.23162,0.23653000000000002,0.27486,0.35531999999999997,2
4,0.31034,0.33601,0.39992,0.37835,0.27895,0.38105,0.32014000000000004,0.33971999999999997,0.44333,0.35725999999999997,0.41102,0.43392,0.41734,0.34891,0.29751,0.31826,0.25313,0.25208,0.32516,0.37871,2
5,0.34339000000000003,0.35612,0.42836,0.40741,0.3013,0.40041,0.35251,0.36416,0.46447,0.38604,0.43596,0.42131,0.43973,0.36156,0.30094,0.34919,0.27451,0.26975,0.38063,0.38753000000000004,2
6,0.37119,0.36788000000000004,0.44726000000000005,0.43816000000000005,0.31965,0.37385999999999997,0.37999,0.3767,0.4609,0.40683,0.46262,0.44209,0.46262,0.387,0.31708000000000003,0.37779,0.29445,0.29209,0.4301,0.40228,2
7,0.39424000000000003,0.38186,0.46558999999999995,0.46891000000000005,0.34192,0.3418,0.40296,0.38723,0.43787,0.42835,0.4898,0.45843999999999996,0.48825,0.4197,0.35231999999999997,0.41003999999999996,0.31504,0.31468,0.45311999999999997,0.41139,2
8,0.40892,0.39716999999999997,0.48723999999999995,0.49731000000000003,0.36207,0.34257,0.41368999999999995,0.39349,0.43549,0.44783,0.49145,0.4609,0.51207,0.44259,0.41686999999999996,0.43964,0.33432,0.33347,0.45945,0.41881999999999997,2
9,0.42588000000000004,0.40823000000000004,0.51045,0.5198,0.37048000000000003,0.3755,0.41663,0.40295,0.44013,0.46169,0.48181,0.46684,0.5227,0.45526000000000005,0.45648,0.46352,0.35322,0.34889000000000003,0.47015,0.40219,2
10,0.44661999999999996,0.42908999999999997,0.5301600000000001,0.5403899999999999,0.37892,0.40093,0.41573999999999994,0.41246000000000005,0.44092,0.46903,0.49645,0.4792,0.5215,0.46698,0.46813999999999995,0.48382,0.36938000000000004,0.36345,0.48473,0.37281,2
