tract,subject,pos,FA
4.0,7.0,51.0,0.488870409091
4.0,7.0,52.0,0.480266363636
4.0,7.0,53.0,0.470775227273
4.0,7.0,54.0,0.460270954545
4.0,7.0,55.0,0.449474272727
4.0,7.0,56.0,0.441736863636
4.0,7.0,57.0,0.437193954545
4.0,7.0,58.0,0.433302727273
4.0,7.0,59.0,0.428400818182
4.0,7.0,60.0,0.424951772727
4.0,7.0,61.0,0.422400272727
4.0,7.0,62.0,0.420944909091
4.0,7.0,63.0,0.420059818182
4.0,7.0,64.0,0.420691590909
4.0,7.0,65.0,0.423505272727
4.0,7.0,66.0,0.428980727273
4.0,7.0,67.0,0.436414727273
4.0,7.0,68.0,0.447158863636
4.0,7.0,69.0,0.459977454545
4.0,7.0,70.0,0.473996181818
4.0,7.0,71.0,0.4890195
4.0,7.0,72.0,0.502997318182
4.0,7.0,73.0,0.516733272727
4.0,7.0,74.0,0.528929545455
4.0,7.0,75.0,0.540309272727
4.0,7.0,76.0,0.550368545455
4.0,7.0,77.0,0.558833090909
4.0,7.0,78.0,0.567527318182
4.0,7.0,79.0,0.578082636364
4.0,7.0,80.0,0.588873772727
4.0,7.0,81.0,0.597087454545
4.0,7.0,82.0,0.601196
4.0,7.0,83.0,0.597330681818
4.0,7.0,84.0,0.586182545455
4.0,7.0,85.0,0.5704465
4.0,7.0,86.0,0.554779681818
4.0,7.0,87.0,0.543265772727
4.0,7.0,88.0,0.537374727273
4.0,7.0,89.0,0.529464136364
4.0,7.0,90.0,0.514369636364
4.0,7.0,91.0,0.494634272727
4.0,7.0,92.0,0.4750935
4.0,7.0,93.0,0.464548318182
4.0,7.0,94.0,0.455636272727
4.0,7.0,95.0,0.440040545455
4.0,7.0,96.0,0.408595818182
4.0,7.0,97.0,0.358157863636
4.0,7.0,98.0,0.306493227273
4.0,7.0,99.0,0.247889045455
4.0,7.0,100.0,0.144196818182
5.0,7.0,1.0,0.171863863636
5.0,7.0,2.0,0.237508818182
5.0,7.0,3.0,0.290841363636
5.0,7.0,4.0,0.334809590909
5.0,7.0,5.0,0.365431
5.0,7.0,6.0,0.387309681818
5.0,7.0,7.0,0.402220727273
5.0,7.0,8.0,0.413079409091
5.0,7.0,9.0,0.420343636364
5.0,7.0,10.0,0.426895818182
5.0,7.0,11.0,0.437431136364
5.0,7.0,12.0,0.451872318182
5.0,7.0,13.0,0.465429590909
5.0,7.0,14.0,0.480249272727
5.0,7.0,15.0,0.493538681818
5.0,7.0,16.0,0.4991655
5.0,7.0,17.0,0.499434454545
5.0,7.0,18.0,0.496809181818
5.0,7.0,19.0,0.493770863636
5.0,7.0,20.0,0.495373090909
5.0,7.0,21.0,0.503160045455
5.0,7.0,22.0,0.511762454545
5.0,7.0,23.0,0.518093909091
5.0,7.0,24.0,0.523539272727
5.0,7.0,25.0,0.530984045455
5.0,7.0,26.0,0.537755227273
5.0,7.0,27.0,0.543874863636
5.0,7.0,28.0,0.547845318182
5.0,7.0,29.0,0.550902590909
5.0,7.0,30.0,0.558011636364
5.0,7.0,31.0,0.565646545455
5.0,7.0,32.0,0.573249363636
5.0,7.0,33.0,0.580910545455
5.0,7.0,34.0,0.586821363636
5.0,7.0,35.0,0.593778727273
5.0,7.0,36.0,0.599145681818
5.0,7.0,37.0,0.604784863636
5.0,7.0,38.0,0.612258227273
5.0,7.0,39.0,0.626700727273
5.0,7.0,40.0,0.644225454545
5.0,7.0,41.0,0.661130045455
5.0,7.0,42.0,0.673293545455
5.0,7.0,43.0,0.680855
5.0,7.0,44.0,0.685060909091
5.0,7.0,45.0,0.687506863636
5.0,7.0,46.0,0.689877545455
5.0,7.0,47.0,0.6915615
5.0,7.0,48.0,0.691742727273
5.0,7.0,49.0,0.687697590909
5.0,7.0,50.0,0.682294181818
5.0,7.0,51.0,0.675508090909
5.0,7.0,52.0,0.670079272727
5.0,7.0,53.0,0.667950590909
5.0,7.0,54.0,0.6653935
5.0,7.0,55.0,0.661573272727
5.0,7.0,56.0,0.658847136364
5.0,7.0,57.0,0.658092681818
5.0,7.0,58.0,0.656646818182
5.0,7.0,59.0,0.653600409091
5.0,7.0,60.0,0.651221045455
5.0,7.0,61.0,0.6457605
5.0,7.0,62.0,0.636184636364
5.0,7.0,63.0,0.629168909091
5.0,7.0,64.0,0.6203355
5.0,7.0,65.0,0.612215181818
5.0,7.0,66.0,0.608235363636
5.0,7.0,67.0,0.603028181818
5.0,7.0,68.0,0.597720909091
5.0,7.0,69.0,0.592517409091
5.0,7.0,70.0,0.582083545455
5.0,7.0,71.0,0.567166227273
5.0,7.0,72.0,0.548466318182
5.0,7.0,73.0,0.530906636364
5.0,7.0,74.0,0.516897954545
5.0,7.0,75.0,0.504947545455
5.0,7.0,76.0,0.496601090909
5.0,7.0,77.0,0.494594136364
5.0,7.0,78.0,0.493430227273
5.0,7.0,79.0,0.493988090909
5.0,7.0,80.0,0.490420909091
5.0,7.0,81.0,0.485447181818
5.0,7.0,82.0,0.475350136364
5.0,7.0,83.0,0.459497409091
5.0,7.0,84.0,0.443734772727
5.0,7.0,85.0,0.434039
5.0,7.0,86.0,0.422557545455
5.0,7.0,87.0,0.411364227273
5.0,7.0,88.0,0.401834545455
5.0,7.0,89.0,0.394061772727
5.0,7.0,90.0,0.384250954545
5.0,7.0,91.0,0.373035045455
5.0,7.0,92.0,0.367051227273
5.0,7.0,93.0,0.363075272727
5.0,7.0,94.0,0.356974772727
5.0,7.0,95.0,0.346888090909
5.0,7.0,96.0,0.337137545455
5.0,7.0,97.0,0.321529545455
5.0,7.0,98.0,0.286328045455
5.0,7.0,99.0,0.2338125
5.0,7.0,100.0,0.172771
6.0,7.0,1.0,0.196447636364
6.0,7.0,2.0,0.255688454545
6.0,7.0,3.0,0.318959409091
6.0,7.0,4.0,0.366880590909
6.0,7.0,5.0,0.3934355
6.0,7.0,6.0,0.402535
6.0,7.0,7.0,0.408602727273
6.0,7.0,8.0,0.421359863636
6.0,7.0,9.0,0.439996090909
6.0,7.0,10.0,0.453870227273
6.0,7.0,11.0,0.456633909091
6.0,7.0,12.0,0.4566505
6.0,7.0,13.0,0.460919409091
6.0,7.0,14.0,0.4680985
6.0,7.0,15.0,0.475801363636
6.0,7.0,16.0,0.485504681818
6.0,7.0,17.0,0.495570727273
6.0,7.0,18.0,0.503592181818
6.0,7.0,19.0,0.507582363636
6.0,7.0,20.0,0.507286272727
6.0,7.0,21.0,0.502687863636
6.0,7.0,22.0,0.496559
6.0,7.0,23.0,0.489928545455
6.0,7.0,24.0,0.485624636364
6.0,7.0,25.0,0.480472681818
6.0,7.0,26.0,0.474631409091
6.0,7.0,27.0,0.475767227273
6.0,7.0,28.0,0.480480318182
6.0,7.0,29.0,0.480270636364
6.0,7.0,30.0,0.481966363636
6.0,7.0,31.0,0.484205
6.0,7.0,32.0,0.487365681818
6.0,7.0,33.0,0.494880727273
6.0,7.0,34.0,0.505008636364
6.0,7.0,35.0,0.515776409091
6.0,7.0,36.0,0.527354590909
6.0,7.0,37.0,0.537799181818
6.0,7.0,38.0,0.546953909091
6.0,7.0,39.0,0.5553025
6.0,7.0,40.0,0.563635818182
6.0,7.0,41.0,0.572123272727
6.0,7.0,42.0,0.577431090909
6.0,7.0,43.0,0.580451636364
6.0,7.0,44.0,0.582121090909
6.0,7.0,45.0,0.583347
6.0,7.0,46.0,0.583859227273
6.0,7.0,47.0,0.584167136364
6.0,7.0,48.0,0.583649363636
6.0,7.0,49.0,0.582175636364
6.0,7.0,50.0,0.577527409091
6.0,7.0,51.0,0.571875227273
6.0,7.0,52.0,0.565112318182
6.0,7.0,53.0,0.556795454545
6.0,7.0,54.0,0.548615272727
6.0,7.0,55.0,0.540278136364
6.0,7.0,56.0,0.529369863636
6.0,7.0,57.0,0.519777590909
6.0,7.0,58.0,0.509617409091
6.0,7.0,59.0,0.498644272727
6.0,7.0,60.0,0.488896772727
6.0,7.0,61.0,0.480012727273
6.0,7.0,62.0,0.472957272727
6.0,7.0,63.0,0.465420636364
6.0,7.0,64.0,0.460294363636
6.0,7.0,65.0,0.454671954545
6.0,7.0,66.0,0.446333818182
6.0,7.0,67.0,0.435480454545
6.0,7.0,68.0,0.425231363636
6.0,7.0,69.0,0.418419772727
6.0,7.0,70.0,0.410555090909
6.0,7.0,71.0,0.400769409091
6.0,7.0,72.0,0.391125772727
6.0,7.0,73.0,0.389238636364
6.0,7.0,74.0,0.392980681818
6.0,7.0,75.0,0.400446181818
6.0,7.0,76.0,0.406352772727
6.0,7.0,77.0,0.411313090909
6.0,7.0,78.0,0.417477545455
6.0,7.0,79.0,0.421244045455
6.0,7.0,80.0,0.420250318182
6.0,7.0,81.0,0.423436181818
6.0,7.0,82.0,0.427613272727
6.0,7.0,83.0,0.429768681818
6.0,7.0,84.0,0.426329772727
6.0,7.0,85.0,0.421704363636
6.0,7.0,86.0,0.420025590909
6.0,7.0,87.0,0.419665
6.0,7.0,88.0,0.419090090909
6.0,7.0,89.0,0.415726227273
6.0,7.0,90.0,0.410260818182
6.0,7.0,91.0,0.402282136364
6.0,7.0,92.0,0.391290454545
6.0,7.0,93.0,0.376714090909
6.0,7.0,94.0,0.360678545455
6.0,7.0,95.0,0.343968090909
6.0,7.0,96.0,0.333282681818
6.0,7.0,97.0,0.321779590909
6.0,7.0,98.0,0.291826318182
6.0,7.0,99.0,0.243421409091
6.0,7.0,100.0,0.193744909091
7.0,7.0,1.0,0.203291590909
7.0,7.0,2.0,0.235763818182
7.0,7.0,3.0,0.289378227273
7.0,7.0,4.0,0.340893909091
7.0,7.0,5.0,0.385070136364
7.0,7.0,6.0,0.416231590909
7.0,7.0,7.0,0.433007818182
7.0,7.0,8.0,0.444012954545
7.0,7.0,9.0,0.459935409091
7.0,7.0,10.0,0.474059545455
7.0,7.0,11.0,0.480161363636
7.0,7.0,12.0,0.481771181818
7.0,7.0,13.0,0.472238272727
7.0,7.0,14.0,0.455670590909
7.0,7.0,15.0,0.4368675
7.0,7.0,16.0,0.425489409091
7.0,7.0,17.0,0.426167136364
7.0,7.0,18.0,0.437381863636
7.0,7.0,19.0,0.446862772727
7.0,7.0,20.0,0.445543227273
7.0,7.0,21.0,0.440737818182
7.0,7.0,22.0,0.439683136364
7.0,7.0,23.0,0.447509909091
7.0,7.0,24.0,0.459140363636
7.0,7.0,25.0,0.471070136364
7.0,7.0,26.0,0.478437
7.0,7.0,27.0,0.472759590909
7.0,7.0,28.0,0.468028
7.0,7.0,29.0,0.462436545455
7.0,7.0,30.0,0.452138454545
7.0,7.0,31.0,0.447942363636
7.0,7.0,32.0,0.453255090909
7.0,7.0,33.0,0.462456454545
7.0,7.0,34.0,0.475634454545
7.0,7.0,35.0,0.498139227273
7.0,7.0,36.0,0.524913363636
7.0,7.0,37.0,0.551761272727
7.0,7.0,38.0,0.572621590909
7.0,7.0,39.0,0.582830863636
7.0,7.0,40.0,0.583446590909
7.0,7.0,41.0,0.578688181818
7.0,7.0,42.0,0.571091090909
7.0,7.0,43.0,0.562369772727
7.0,7.0,44.0,0.558936545455
7.0,7.0,45.0,0.550524318182
7.0,7.0,46.0,0.550453818182
7.0,7.0,47.0,0.547715363636
7.0,7.0,48.0,0.541542954545
7.0,7.0,49.0,0.532578818182
7.0,7.0,50.0,0.521253954545
7.0,7.0,51.0,0.507775409091
7.0,7.0,52.0,0.494233
7.0,7.0,53.0,0.4816015
7.0,7.0,54.0,0.477912272727
7.0,7.0,55.0,0.467949363636
7.0,7.0,56.0,0.466368318182
7.0,7.0,57.0,0.458609272727
7.0,7.0,58.0,0.457080272727
7.0,7.0,59.0,0.438805727273
7.0,7.0,60.0,0.433131636364
7.0,7.0,61.0,0.424621409091
7.0,7.0,62.0,0.422434681818
7.0,7.0,63.0,0.4161195
7.0,7.0,64.0,0.410829181818
7.0,7.0,65.0,0.406885090909
7.0,7.0,66.0,0.3993175
7.0,7.0,67.0,0.391888363636
7.0,7.0,68.0,0.381241818182
7.0,7.0,69.0,0.378544545455
7.0,7.0,70.0,0.380978136364
7.0,7.0,71.0,0.377312090909
7.0,7.0,72.0,0.366860954545
7.0,7.0,73.0,0.363800590909
7.0,7.0,74.0,0.359147318182
7.0,7.0,75.0,0.361117636364
7.0,7.0,76.0,0.358021409091
7.0,7.0,77.0,0.350379863636
7.0,7.0,78.0,0.335009681818
7.0,7.0,79.0,0.328764727273
7.0,7.0,80.0,0.334774772727
7.0,7.0,81.0,0.349502545455
7.0,7.0,82.0,0.371308409091
7.0,7.0,83.0,0.388635318182
7.0,7.0,84.0,0.405642181818
7.0,7.0,85.0,0.411264090909
7.0,7.0,86.0,0.421024954545
7.0,7.0,87.0,0.423389
7.0,7.0,88.0,0.419402090909
7.0,7.0,89.0,0.402173136364
7.0,7.0,90.0,0.3864135
7.0,7.0,91.0,0.352176409091
7.0,7.0,92.0,0.329329590909
7.0,7.0,93.0,0.307248681818
7.0,7.0,94.0,0.290965954545
7.0,7.0,95.0,0.279723590909
7.0,7.0,96.0,0.252494909091
7.0,7.0,97.0,0.226330590909
7.0,7.0,98.0,0.212973954545
7.0,7.0,99.0,0.206089590909
7.0,7.0,100.0,0.1761825
8.0,7.0,1.0,0.185373727273
8.0,7.0,2.0,0.230241863636
8.0,7.0,3.0,0.282148
8.0,7.0,4.0,0.331983818182
8.0,7.0,5.0,0.373131636364
8.0,7.0,6.0,0.396464272727
8.0,7.0,7.0,0.411080136364
8.0,7.0,8.0,0.4206175
8.0,7.0,9.0,0.425711045455
8.0,7.0,10.0,0.417987
8.0,7.0,11.0,0.39533
8.0,7.0,12.0,0.369250863636
8.0,7.0,13.0,0.349323636364
8.0,7.0,14.0,0.354776090909
8.0,7.0,15.0,0.388975909091
8.0,7.0,16.0,0.440947454545
8.0,7.0,17.0,0.492110136364
8.0,7.0,18.0,0.538279636364
8.0,7.0,19.0,0.575380227273
8.0,7.0,20.0,0.5980015
8.0,7.0,21.0,0.603424
8.0,7.0,22.0,0.5983095
8.0,7.0,23.0,0.592423545455
8.0,7.0,24.0,0.579591181818
8.0,7.0,25.0,0.556507863636
8.0,7.0,26.0,0.536747727273
8.0,7.0,27.0,0.529321272727
8.0,7.0,28.0,0.510165909091
8.0,7.0,29.0,0.480332727273
8.0,7.0,30.0,0.460087590909
8.0,7.0,31.0,0.449009545455
8.0,7.0,32.0,0.445121272727
8.0,7.0,33.0,0.459779227273
8.0,7.0,34.0,0.466659818182
8.0,7.0,35.0,0.479931045455
8.0,7.0,36.0,0.513716318182
8.0,7.0,37.0,0.535160090909
8.0,7.0,38.0,0.53564
8.0,7.0,39.0,0.535769045455
8.0,7.0,40.0,0.523077590909
8.0,7.0,41.0,0.515978545455
8.0,7.0,42.0,0.520567454545
8.0,7.0,43.0,0.534394681818
8.0,7.0,44.0,0.537151045455
8.0,7.0,45.0,0.525815090909
8.0,7.0,46.0,0.540851863636
8.0,7.0,47.0,0.542736590909
8.0,7.0,48.0,0.537499454545
8.0,7.0,49.0,0.521727681818
8.0,7.0,50.0,0.496764818182
8.0,7.0,51.0,0.500640409091
8.0,7.0,52.0,0.494973772727
8.0,7.0,53.0,0.495664681818
8.0,7.0,54.0,0.493709409091
8.0,7.0,55.0,0.491588636364
8.0,7.0,56.0,0.496905772727
8.0,7.0,57.0,0.504402727273
8.0,7.0,58.0,0.495014
8.0,7.0,59.0,0.495544727273
8.0,7.0,60.0,0.491976590909
8.0,7.0,61.0,0.483146954545
8.0,7.0,62.0,0.482909818182
8.0,7.0,63.0,0.483478636364
8.0,7.0,64.0,0.479018318182
8.0,7.0,65.0,0.480205409091
8.0,7.0,66.0,0.483938636364
8.0,7.0,67.0,0.477263363636
8.0,7.0,68.0,0.470197227273
8.0,7.0,69.0,0.473500772727
8.0,7.0,70.0,0.469041090909
8.0,7.0,71.0,0.453116863636
8.0,7.0,72.0,0.442242727273
8.0,7.0,73.0,0.420694
8.0,7.0,74.0,0.404627818182
8.0,7.0,75.0,0.408725772727
8.0,7.0,76.0,0.415297136364
8.0,7.0,77.0,0.425058227273
8.0,7.0,78.0,0.428216454545
8.0,7.0,79.0,0.4299675
8.0,7.0,80.0,0.429830636364
8.0,7.0,81.0,0.431378363636
8.0,7.0,82.0,0.440520636364
8.0,7.0,83.0,0.4394245
8.0,7.0,84.0,0.442799590909
8.0,7.0,85.0,0.442435863636
8.0,7.0,86.0,0.427980545455
8.0,7.0,87.0,0.414131681818
8.0,7.0,88.0,0.395121136364
8.0,7.0,89.0,0.3693995
8.0,7.0,90.0,0.355691590909
8.0,7.0,91.0,0.345463227273
8.0,7.0,92.0,0.321510045455
8.0,7.0,93.0,0.290910045455
8.0,7.0,94.0,0.277683272727
8.0,7.0,95.0,0.275714863636
8.0,7.0,96.0,0.273987045455
8.0,7.0,97.0,0.274433909091
8.0,7.0,98.0,0.266904909091
8.0,7.0,99.0,0.222195045455
8.0,7.0,100.0,0.165970090909
9.0,7.0,1.0,0.242041
9.0,7.0,2.0,0.3312195
9.0,7.0,3.0,0.403610363636
9.0,7.0,4.0,0.463678227273
9.0,7.0,5.0,0.491858136364
9.0,7.0,6.0,0.502850454545
9.0,7.0,7.0,0.511945772727
9.0,7.0,8.0,0.507908954545
9.0,7.0,9.0,0.480904772727
9.0,7.0,10.0,0.442144909091
9.0,7.0,11.0,0.413766409091
9.0,7.0,12.0,0.414626954545
9.0,7.0,13.0,0.441389636364
9.0,7.0,14.0,0.485153318182
9.0,7.0,15.0,0.514013772727
9.0,7.0,16.0,0.5178845
9.0,7.0,17.0,0.503820409091
9.0,7.0,18.0,0.476848272727
9.0,7.0,19.0,0.466269045455
9.0,7.0,20.0,0.506301772727
9.0,7.0,21.0,0.565119954545
9.0,7.0,22.0,0.592785363636
9.0,7.0,23.0,0.606895545455
9.0,7.0,24.0,0.615664909091
9.0,7.0,25.0,0.627507681818
9.0,7.0,26.0,0.652150863636
9.0,7.0,27.0,0.682393318182
9.0,7.0,28.0,0.719062590909
9.0,7.0,29.0,0.757968954545
9.0,7.0,30.0,0.783944772727
9.0,7.0,31.0,0.787053727273
9.0,7.0,32.0,0.776992863636
9.0,7.0,33.0,0.758466454545
9.0,7.0,34.0,0.746104818182
9.0,7.0,35.0,0.749758181818
9.0,7.0,36.0,0.754588136364
9.0,7.0,37.0,0.756683136364
9.0,7.0,38.0,0.758924909091
9.0,7.0,39.0,0.761444454545
9.0,7.0,40.0,0.772844318182
9.0,7.0,41.0,0.791259090909
9.0,7.0,42.0,0.811798545455
9.0,7.0,43.0,0.844011363636
9.0,7.0,44.0,0.866204181818
9.0,7.0,45.0,0.883709545455
9.0,7.0,46.0,0.881196272727
9.0,7.0,47.0,0.878893681818
9.0,7.0,48.0,0.873691045455
9.0,7.0,49.0,0.866213136364
9.0,7.0,50.0,0.851162272727
9.0,7.0,51.0,0.836645727273
9.0,7.0,52.0,0.830463409091
9.0,7.0,53.0,0.828457136364
9.0,7.0,54.0,0.816625954545
9.0,7.0,55.0,0.812740227273
9.0,7.0,56.0,0.810333545455
9.0,7.0,57.0,0.807907727273
9.0,7.0,58.0,0.801667545455
9.0,7.0,59.0,0.797707590909
9.0,7.0,60.0,0.792286909091
9.0,7.0,61.0,0.785717863636
9.0,7.0,62.0,0.777714818182
9.0,7.0,63.0,0.77014
9.0,7.0,64.0,0.764671681818
9.0,7.0,65.0,0.763072818182
9.0,7.0,66.0,0.764414727273
9.0,7.0,67.0,0.773307409091
9.0,7.0,68.0,0.775132681818
9.0,7.0,69.0,0.770255136364
9.0,7.0,70.0,0.759663
9.0,7.0,71.0,0.744330090909
9.0,7.0,72.0,0.729827045455
9.0,7.0,73.0,0.708175590909
9.0,7.0,74.0,0.685398227273
9.0,7.0,75.0,0.655953363636
9.0,7.0,76.0,0.633654409091
9.0,7.0,77.0,0.617542
9.0,7.0,78.0,0.600788
9.0,7.0,79.0,0.568190318182
9.0,7.0,80.0,0.538026409091
9.0,7.0,81.0,0.527647045455
9.0,7.0,82.0,0.517502636364
9.0,7.0,83.0,0.5100925
9.0,7.0,84.0,0.5039755
9.0,7.0,85.0,0.493654681818
9.0,7.0,86.0,0.483160863636
9.0,7.0,87.0,0.475582045455
9.0,7.0,88.0,0.465788136364
9.0,7.0,89.0,0.459557590909
9.0,7.0,90.0,0.451611181818
9.0,7.0,91.0,0.441620045455
9.0,7.0,92.0,0.449894272727
9.0,7.0,93.0,0.471606590909
9.0,7.0,94.0,0.499273954545
9.0,7.0,95.0,0.486429545455
9.0,7.0,96.0,0.444247727273
9.0,7.0,97.0,0.419793954545
9.0,7.0,98.0,0.395618636364
9.0,7.0,99.0,0.306878136364
9.0,7.0,100.0,0.196281545455
10.0,7.0,1.0,0.188931863636
10.0,7.0,2.0,0.250188454545
10.0,7.0,3.0,0.301791409091
10.0,7.0,4.0,0.337890272727
10.0,7.0,5.0,0.364627090909
10.0,7.0,6.0,0.387414136364
10.0,7.0,7.0,0.409728136364
10.0,7.0,8.0,0.427094318182
10.0,7.0,9.0,0.445068954545
10.0,7.0,10.0,0.462958318182
10.0,7.0,11.0,0.474537636364
10.0,7.0,12.0,0.479795545455
10.0,7.0,13.0,0.481561
10.0,7.0,14.0,0.476080363636
10.0,7.0,15.0,0.467549272727
10.0,7.0,16.0,0.459938863636
10.0,7.0,17.0,0.453837863636
10.0,7.0,18.0,0.449600363636
10.0,7.0,19.0,0.447369681818
10.0,7.0,20.0,0.445275045455
10.0,7.0,21.0,0.443761181818
10.0,7.0,22.0,0.4450585
10.0,7.0,23.0,0.446798772727
10.0,7.0,24.0,0.447191136364
10.0,7.0,25.0,0.449989090909
10.0,7.0,26.0,0.456972409091
10.0,7.0,27.0,0.466905227273
10.0,7.0,28.0,0.4849125
10.0,7.0,29.0,0.5062905
10.0,7.0,30.0,0.523865681818
10.0,7.0,31.0,0.541995954545
10.0,7.0,32.0,0.552561227273
10.0,7.0,33.0,0.561922363636
10.0,7.0,34.0,0.574184090909
10.0,7.0,35.0,0.591086409091
10.0,7.0,36.0,0.609611272727
10.0,7.0,37.0,0.630140409091
10.0,7.0,38.0,0.655577863636
10.0,7.0,39.0,0.682004045455
10.0,7.0,40.0,0.705634272727
10.0,7.0,41.0,0.727389181818
10.0,7.0,42.0,0.744945636364
10.0,7.0,43.0,0.756856
10.0,7.0,44.0,0.761841227273
10.0,7.0,45.0,0.761163727273
10.0,7.0,46.0,0.759725636364
10.0,7.0,47.0,0.758653454545
10.0,7.0,48.0,0.756751227273
10.0,7.0,49.0,0.751453136364
10.0,7.0,50.0,0.745418545455
10.0,7.0,51.0,0.745453636364
10.0,7.0,52.0,0.745151363636
10.0,7.0,53.0,0.733431
10.0,7.0,54.0,0.720198681818
10.0,7.0,55.0,0.712769545455
10.0,7.0,56.0,0.708021363636
10.0,7.0,57.0,0.702271590909
10.0,7.0,58.0,0.690042681818
10.0,7.0,59.0,0.674332863636
10.0,7.0,60.0,0.656563090909
10.0,7.0,61.0,0.632638818182
10.0,7.0,62.0,0.603757227273
10.0,7.0,63.0,0.577066409091
10.0,7.0,64.0,0.556411
10.0,7.0,65.0,0.5421765
10.0,7.0,66.0,0.530422272727
10.0,7.0,67.0,0.519249272727
10.0,7.0,68.0,0.509678772727
10.0,7.0,69.0,0.501513318182
10.0,7.0,70.0,0.4930135
10.0,7.0,71.0,0.486534409091
10.0,7.0,72.0,0.479284454545
10.0,7.0,73.0,0.474371363636
10.0,7.0,74.0,0.471382227273
10.0,7.0,75.0,0.475632681818
10.0,7.0,76.0,0.477036909091
10.0,7.0,77.0,0.473717227273
10.0,7.0,78.0,0.470082363636
10.0,7.0,79.0,0.465143045455
10.0,7.0,80.0,0.457915
10.0,7.0,81.0,0.451651409091
10.0,7.0,82.0,0.444835272727
10.0,7.0,83.0,0.438436090909
10.0,7.0,84.0,0.432615318182
10.0,7.0,85.0,0.431282636364
10.0,7.0,86.0,0.432263772727
10.0,7.0,87.0,0.430049090909
10.0,7.0,88.0,0.423875318182
10.0,7.0,89.0,0.414976818182
10.0,7.0,90.0,0.401767363636
10.0,7.0,91.0,0.385424818182
10.0,7.0,92.0,0.374427590909
10.0,7.0,93.0,0.364783909091
10.0,7.0,94.0,0.363030318182
10.0,7.0,95.0,0.360812727273
10.0,7.0,96.0,0.350955090909
10.0,7.0,97.0,0.338106136364
10.0,7.0,98.0,0.308460454545
10.0,7.0,99.0,0.248568636364
10.0,7.0,100.0,0.178583318182
11.0,7.0,1.0,0.375280590909
11.0,7.0,2.0,0.420361863636
11.0,7.0,3.0,0.454441045455
11.0,7.0,4.0,0.473141363636
11.0,7.0,5.0,0.487046
11.0,7.0,6.0,0.498065727273
11.0,7.0,7.0,0.513237090909
11.0,7.0,8.0,0.515299863636
11.0,7.0,9.0,0.513243318182
11.0,7.0,10.0,0.524690045455
11.0,7.0,11.0,0.538120772727
11.0,7.0,12.0,0.552241863636
11.0,7.0,13.0,0.569533636364
11.0,7.0,14.0,0.583701136364
11.0,7.0,15.0,0.598301363636
11.0,7.0,16.0,0.613952363636
11.0,7.0,17.0,0.630269681818
11.0,7.0,18.0,0.650039454545
11.0,7.0,19.0,0.669490636364
11.0,7.0,20.0,0.685516045455
11.0,7.0,21.0,0.698007272727
11.0,7.0,22.0,0.703491818182
11.0,7.0,23.0,0.705824
11.0,7.0,24.0,0.705190590909
11.0,7.0,25.0,0.702653909091
11.0,7.0,26.0,0.697698818182
11.0,7.0,27.0,0.695157136364
11.0,7.0,28.0,0.697808272727
11.0,7.0,29.0,0.696947772727
11.0,7.0,30.0,0.698567227273
11.0,7.0,31.0,0.697949818182
11.0,7.0,32.0,0.692853090909
11.0,7.0,33.0,0.686794454545
11.0,7.0,34.0,0.680462818182
11.0,7.0,35.0,0.674730590909
11.0,7.0,36.0,0.664901090909
11.0,7.0,37.0,0.658552772727
11.0,7.0,38.0,0.656920772727
11.0,7.0,39.0,0.654424909091
11.0,7.0,40.0,0.653762318182
11.0,7.0,41.0,0.650894681818
11.0,7.0,42.0,0.645774
11.0,7.0,43.0,0.63959
11.0,7.0,44.0,0.632977681818
11.0,7.0,45.0,0.624613136364
11.0,7.0,46.0,0.608034
11.0,7.0,47.0,0.588421954545
11.0,7.0,48.0,0.571238
11.0,7.0,49.0,0.558778727273
11.0,7.0,50.0,0.546207409091
11.0,7.0,51.0,0.531045090909
11.0,7.0,52.0,0.5167085
11.0,7.0,53.0,0.503212863636
11.0,7.0,54.0,0.500908136364
11.0,7.0,55.0,0.501365954545
11.0,7.0,56.0,0.503337136364
11.0,7.0,57.0,0.506431136364
11.0,7.0,58.0,0.515077727273
11.0,7.0,59.0,0.529735545455
11.0,7.0,60.0,0.543155
11.0,7.0,61.0,0.546674045455
11.0,7.0,62.0,0.544771181818
11.0,7.0,63.0,0.540228409091
11.0,7.0,64.0,0.538117636364
11.0,7.0,65.0,0.532488545455
11.0,7.0,66.0,0.526902318182
11.0,7.0,67.0,0.529493181818
11.0,7.0,68.0,0.537819272727
11.0,7.0,69.0,0.548777045455
11.0,7.0,70.0,0.555753636364
11.0,7.0,71.0,0.557464954545
11.0,7.0,72.0,0.547560454545
11.0,7.0,73.0,0.5346205
11.0,7.0,74.0,0.519559136364
11.0,7.0,75.0,0.509327681818
11.0,7.0,76.0,0.503672545455
11.0,7.0,77.0,0.504401909091
11.0,7.0,78.0,0.512201954545
11.0,7.0,79.0,0.513758727273
11.0,7.0,80.0,0.509207681818
11.0,7.0,81.0,0.501243181818
11.0,7.0,82.0,0.488430227273
11.0,7.0,83.0,0.472045181818
11.0,7.0,84.0,0.457330318182
11.0,7.0,85.0,0.4498495
11.0,7.0,86.0,0.449767
11.0,7.0,87.0,0.454485272727
11.0,7.0,88.0,0.462810954545
11.0,7.0,89.0,0.469614318182
11.0,7.0,90.0,0.472008636364
11.0,7.0,91.0,0.465352772727
11.0,7.0,92.0,0.449647909091
