tract,subject,pos,FA
1.0,3.0,35.0,0.414930909091
1.0,3.0,36.0,0.424418181818
1.0,3.0,37.0,0.430949090909
1.0,3.0,38.0,0.432138181818
1.0,3.0,39.0,0.429203636364
1.0,3.0,40.0,0.427087272727
1.0,3.0,41.0,0.424632727273
1.0,3.0,42.0,0.421858181818
1.0,3.0,43.0,0.420061818182
1.0,3.0,44.0,0.419625454545
1.0,3.0,45.0,0.419978181818
1.0,3.0,46.0,0.42396
1.0,3.0,47.0,0.428938181818
1.0,3.0,48.0,0.434149090909
1.0,3.0,49.0,0.441461818182
1.0,3.0,50.0,0.451003636364
1.0,3.0,51.0,0.462538181818
1.0,3.0,52.0,0.472407272727
1.0,3.0,53.0,0.478625454545
1.0,3.0,54.0,0.483083636364
1.0,3.0,55.0,0.486145454545
1.0,3.0,56.0,0.489283636364
1.0,3.0,57.0,0.494607272727
1.0,3.0,58.0,0.502043636364
1.0,3.0,59.0,0.5104
1.0,3.0,60.0,0.517981818182
1.0,3.0,61.0,0.524058181818
1.0,3.0,62.0,0.528825454545
1.0,3.0,63.0,0.533763636364
1.0,3.0,64.0,0.537163636364
1.0,3.0,65.0,0.543203636364
1.0,3.0,66.0,0.551672727273
1.0,3.0,67.0,0.562945454545
1.0,3.0,68.0,0.571505454545
1.0,3.0,69.0,0.577
1.0,3.0,70.0,0.583487272727
1.0,3.0,71.0,0.584934545455
1.0,3.0,72.0,0.575174545455
1.0,3.0,73.0,0.555338181818
1.0,3.0,74.0,0.534083636364
1.0,3.0,75.0,0.521018181818
1.0,3.0,76.0,0.509501818182
1.0,3.0,77.0,0.492410909091
1.0,3.0,78.0,0.472978181818
1.0,3.0,79.0,0.458312727273
1.0,3.0,80.0,0.444094545455
1.0,3.0,81.0,0.428490909091
1.0,3.0,82.0,0.415429090909
1.0,3.0,83.0,0.409036363636
1.0,3.0,84.0,0.411563636364
1.0,3.0,85.0,0.417221818182
1.0,3.0,86.0,0.4166
1.0,3.0,87.0,0.408054545455
1.0,3.0,88.0,0.400698181818
1.0,3.0,89.0,0.395276363636
1.0,3.0,90.0,0.388869090909
1.0,3.0,91.0,0.381701818182
1.0,3.0,92.0,0.372643636364
1.0,3.0,93.0,0.363094545455
1.0,3.0,94.0,0.352
1.0,3.0,95.0,0.340232727273
1.0,3.0,96.0,0.323778181818
1.0,3.0,97.0,0.305523636364
1.0,3.0,98.0,0.272585454545
1.0,3.0,99.0,0.216661818182
1.0,3.0,100.0,0.160876363636
2.0,3.0,1.0,0.144178181818
2.0,3.0,2.0,0.217083636364
2.0,3.0,3.0,0.290818181818
2.0,3.0,4.0,0.3514
2.0,3.0,5.0,0.381796363636
2.0,3.0,6.0,0.384661818182
2.0,3.0,7.0,0.383381818182
2.0,3.0,8.0,0.385654545455
2.0,3.0,9.0,0.379356363636
2.0,3.0,10.0,0.379989090909
2.0,3.0,11.0,0.3918
2.0,3.0,12.0,0.410047272727
2.0,3.0,13.0,0.4252
2.0,3.0,14.0,0.432661818182
2.0,3.0,15.0,0.439152727273
2.0,3.0,16.0,0.442290909091
2.0,3.0,17.0,0.439945454545
2.0,3.0,18.0,0.432709090909
2.0,3.0,19.0,0.420283636364
2.0,3.0,20.0,0.403807272727
2.0,3.0,21.0,0.385643636364
2.0,3.0,22.0,0.367916363636
2.0,3.0,23.0,0.353621818182
2.0,3.0,24.0,0.343418181818
2.0,3.0,25.0,0.336985454545
2.0,3.0,26.0,0.330305454545
2.0,3.0,27.0,0.325545454545
2.0,3.0,28.0,0.323047272727
2.0,3.0,29.0,0.319414545455
2.0,3.0,30.0,0.319869090909
2.0,3.0,31.0,0.326207272727
2.0,3.0,32.0,0.334298181818
2.0,3.0,33.0,0.342149090909
2.0,3.0,34.0,0.348116363636
2.0,3.0,35.0,0.354774545455
2.0,3.0,36.0,0.360796363636
2.0,3.0,37.0,0.364541818182
2.0,3.0,38.0,0.365683636364
2.0,3.0,39.0,0.36372
2.0,3.0,40.0,0.360803636364
2.0,3.0,41.0,0.358549090909
2.0,3.0,42.0,0.360316363636
2.0,3.0,43.0,0.366152727273
2.0,3.0,44.0,0.372527272727
2.0,3.0,45.0,0.376669090909
2.0,3.0,46.0,0.381367272727
2.0,3.0,47.0,0.387425454545
2.0,3.0,48.0,0.396316363636
2.0,3.0,49.0,0.406454545455
2.0,3.0,50.0,0.418647272727
2.0,3.0,51.0,0.43092
2.0,3.0,52.0,0.442443636364
2.0,3.0,53.0,0.454276363636
2.0,3.0,54.0,0.465210909091
2.0,3.0,55.0,0.473436363636
2.0,3.0,56.0,0.478709090909
2.0,3.0,57.0,0.482349090909
2.0,3.0,58.0,0.487265454545
2.0,3.0,59.0,0.493487272727
2.0,3.0,60.0,0.500334545455
2.0,3.0,61.0,0.507450909091
2.0,3.0,62.0,0.512410909091
2.0,3.0,63.0,0.516781818182
2.0,3.0,64.0,0.517785454545
2.0,3.0,65.0,0.5174
2.0,3.0,66.0,0.512509090909
2.0,3.0,67.0,0.503785454545
2.0,3.0,68.0,0.497912727273
2.0,3.0,69.0,0.494618181818
2.0,3.0,70.0,0.499618181818
2.0,3.0,71.0,0.509578181818
2.0,3.0,72.0,0.519625454545
2.0,3.0,73.0,0.52524
2.0,3.0,74.0,0.524181818182
2.0,3.0,75.0,0.52068
2.0,3.0,76.0,0.512727272727
2.0,3.0,77.0,0.501341818182
2.0,3.0,78.0,0.492727272727
2.0,3.0,79.0,0.485258181818
2.0,3.0,80.0,0.476672727273
2.0,3.0,81.0,0.465138181818
2.0,3.0,82.0,0.453498181818
2.0,3.0,83.0,0.440054545455
2.0,3.0,84.0,0.429207272727
2.0,3.0,85.0,0.421581818182
2.0,3.0,86.0,0.41568
2.0,3.0,87.0,0.409254545455
2.0,3.0,88.0,0.404421818182
2.0,3.0,89.0,0.400654545455
2.0,3.0,90.0,0.39568
2.0,3.0,91.0,0.389443636364
2.0,3.0,92.0,0.386301818182
2.0,3.0,93.0,0.376643636364
2.0,3.0,94.0,0.360254545455
2.0,3.0,95.0,0.340210909091
2.0,3.0,96.0,0.319138181818
2.0,3.0,97.0,0.297043636364
2.0,3.0,98.0,0.268432727273
2.0,3.0,99.0,0.230556363636
2.0,3.0,100.0,0.192461818182
3.0,3.0,1.0,0.283938181818
3.0,3.0,2.0,0.318552727273
3.0,3.0,3.0,0.346698181818
3.0,3.0,4.0,0.364574545455
3.0,3.0,5.0,0.38384
3.0,3.0,6.0,0.401934545455
3.0,3.0,7.0,0.422090909091
3.0,3.0,8.0,0.444370909091
3.0,3.0,9.0,0.468352727273
3.0,3.0,10.0,0.490305454545
3.0,3.0,11.0,0.506476363636
3.0,3.0,12.0,0.512214545455
3.0,3.0,13.0,0.510167272727
3.0,3.0,14.0,0.508596363636
3.0,3.0,15.0,0.512556363636
3.0,3.0,16.0,0.524174545455
3.0,3.0,17.0,0.543021818182
3.0,3.0,18.0,0.570058181818
3.0,3.0,19.0,0.595185454545
3.0,3.0,20.0,0.609774545455
3.0,3.0,21.0,0.618345454545
3.0,3.0,22.0,0.628243636364
3.0,3.0,23.0,0.636865454545
3.0,3.0,24.0,0.642265454545
3.0,3.0,25.0,0.646018181818
3.0,3.0,26.0,0.64924
3.0,3.0,27.0,0.654098181818
3.0,3.0,28.0,0.662949090909
3.0,3.0,29.0,0.673509090909
3.0,3.0,30.0,0.684090909091
3.0,3.0,31.0,0.694789090909
3.0,3.0,32.0,0.703501818182
3.0,3.0,33.0,0.708901818182
3.0,3.0,34.0,0.712094545455
3.0,3.0,35.0,0.713850909091
3.0,3.0,36.0,0.715825454545
3.0,3.0,37.0,0.719185454545
3.0,3.0,38.0,0.722796363636
3.0,3.0,39.0,0.725494545455
3.0,3.0,40.0,0.72776
3.0,3.0,41.0,0.729672727273
3.0,3.0,42.0,0.728356363636
3.0,3.0,43.0,0.721676363636
3.0,3.0,44.0,0.708778181818
3.0,3.0,45.0,0.69244
3.0,3.0,46.0,0.673716363636
3.0,3.0,47.0,0.654843636364
3.0,3.0,48.0,0.637356363636
3.0,3.0,49.0,0.620287272727
3.0,3.0,50.0,0.601974545455
3.0,3.0,51.0,0.580687272727
3.0,3.0,52.0,0.556701818182
3.0,3.0,53.0,0.531090909091
3.0,3.0,54.0,0.505087272727
3.0,3.0,55.0,0.478810909091
3.0,3.0,56.0,0.451898181818
3.0,3.0,57.0,0.427050909091
3.0,3.0,58.0,0.407109090909
3.0,3.0,59.0,0.392781818182
3.0,3.0,60.0,0.383563636364
3.0,3.0,61.0,0.378803636364
3.0,3.0,62.0,0.377494545455
3.0,3.0,63.0,0.377458181818
3.0,3.0,64.0,0.379890909091
3.0,3.0,65.0,0.385163636364
3.0,3.0,66.0,0.393909090909
3.0,3.0,67.0,0.405203636364
3.0,3.0,68.0,0.417632727273
3.0,3.0,69.0,0.431432727273
3.0,3.0,70.0,0.445309090909
3.0,3.0,71.0,0.45832
3.0,3.0,72.0,0.470523636364
3.0,3.0,73.0,0.481196363636
3.0,3.0,74.0,0.489672727273
3.0,3.0,75.0,0.496370909091
3.0,3.0,76.0,0.501214545455
3.0,3.0,77.0,0.504036363636
3.0,3.0,78.0,0.506301818182
3.0,3.0,79.0,0.508592727273
3.0,3.0,80.0,0.512396363636
3.0,3.0,81.0,0.518061818182
3.0,3.0,82.0,0.524218181818
3.0,3.0,83.0,0.530490909091
3.0,3.0,84.0,0.536621818182
3.0,3.0,85.0,0.541465454545
3.0,3.0,86.0,0.546261818182
3.0,3.0,87.0,0.549349090909
3.0,3.0,88.0,0.548545454545
3.0,3.0,89.0,0.543869090909
3.0,3.0,90.0,0.537167272727
3.0,3.0,91.0,0.530221818182
3.0,3.0,92.0,0.525807272727
3.0,3.0,93.0,0.521225454545
3.0,3.0,94.0,0.509367272727
3.0,3.0,95.0,0.484396363636
3.0,3.0,96.0,0.43968
3.0,3.0,97.0,0.37748
3.0,3.0,98.0,0.310123636364
3.0,3.0,99.0,0.232865454545
3.0,3.0,100.0,0.103887272727
4.0,3.0,1.0,0.172327272727
4.0,3.0,2.0,0.231083636364
4.0,3.0,3.0,0.284163636364
4.0,3.0,4.0,0.315603636364
4.0,3.0,5.0,0.342054545455
4.0,3.0,6.0,0.374596363636
4.0,3.0,7.0,0.410316363636
4.0,3.0,8.0,0.442250909091
4.0,3.0,9.0,0.46488
4.0,3.0,10.0,0.481414545455
4.0,3.0,11.0,0.488352727273
4.0,3.0,12.0,0.486338181818
4.0,3.0,13.0,0.479985454545
4.0,3.0,14.0,0.47108
4.0,3.0,15.0,0.464956363636
4.0,3.0,16.0,0.466701818182
4.0,3.0,17.0,0.475210909091
4.0,3.0,18.0,0.495087272727
4.0,3.0,19.0,0.522309090909
4.0,3.0,20.0,0.545178181818
4.0,3.0,21.0,0.56008
4.0,3.0,22.0,0.570581818182
4.0,3.0,23.0,0.582196363636
4.0,3.0,24.0,0.594069090909
4.0,3.0,25.0,0.606385454545
4.0,3.0,26.0,0.613756363636
4.0,3.0,27.0,0.614614545455
4.0,3.0,28.0,0.616123636364
4.0,3.0,29.0,0.619363636364
4.0,3.0,30.0,0.624905454545
4.0,3.0,31.0,0.630596363636
4.0,3.0,32.0,0.635087272727
4.0,3.0,33.0,0.638509090909
4.0,3.0,34.0,0.643192727273
4.0,3.0,35.0,0.645061818182
4.0,3.0,36.0,0.642392727273
4.0,3.0,37.0,0.638643636364
4.0,3.0,38.0,0.636705454545
4.0,3.0,39.0,0.634592727273
4.0,3.0,40.0,0.631029090909
4.0,3.0,41.0,0.625901818182
4.0,3.0,42.0,0.616901818182
4.0,3.0,43.0,0.605963636364
4.0,3.0,44.0,0.591923636364
4.0,3.0,45.0,0.575032727273
4.0,3.0,46.0,0.560661818182
4.0,3.0,47.0,0.548083636364
4.0,3.0,48.0,0.53256
4.0,3.0,49.0,0.516778181818
4.0,3.0,50.0,0.503869090909
4.0,3.0,51.0,0.494003636364
4.0,3.0,52.0,0.483665454545
4.0,3.0,53.0,0.472730909091
4.0,3.0,54.0,0.461661818182
4.0,3.0,55.0,0.451229090909
4.0,3.0,56.0,0.444585454545
4.0,3.0,57.0,0.441341818182
4.0,3.0,58.0,0.438130909091
4.0,3.0,59.0,0.433127272727
4.0,3.0,60.0,0.428949090909
4.0,3.0,61.0,0.424989090909
4.0,3.0,62.0,0.421243636364
4.0,3.0,63.0,0.417367272727
4.0,3.0,64.0,0.414716363636
4.0,3.0,65.0,0.414349090909
4.0,3.0,66.0,0.416930909091
4.0,3.0,67.0,0.421970909091
4.0,3.0,68.0,0.431065454545
4.0,3.0,69.0,0.443621818182
4.0,3.0,70.0,0.458872727273
4.0,3.0,71.0,0.4766
4.0,3.0,72.0,0.494207272727
4.0,3.0,73.0,0.511549090909
4.0,3.0,74.0,0.526698181818
4.0,3.0,75.0,0.539709090909
4.0,3.0,76.0,0.549658181818
4.0,3.0,77.0,0.556756363636
4.0,3.0,78.0,0.563807272727
4.0,3.0,79.0,0.573214545455
4.0,3.0,80.0,0.583589090909
4.0,3.0,81.0,0.592101818182
4.0,3.0,82.0,0.5968
4.0,3.0,83.0,0.593392727273
4.0,3.0,84.0,0.582058181818
4.0,3.0,85.0,0.56556
4.0,3.0,86.0,0.548912727273
4.0,3.0,87.0,0.539349090909
4.0,3.0,88.0,0.538770909091
4.0,3.0,89.0,0.537254545455
4.0,3.0,90.0,0.527054545455
4.0,3.0,91.0,0.509469090909
4.0,3.0,92.0,0.49004
4.0,3.0,93.0,0.477727272727
4.0,3.0,94.0,0.465389090909
4.0,3.0,95.0,0.444298181818
4.0,3.0,96.0,0.406167272727
4.0,3.0,97.0,0.349465454545
4.0,3.0,98.0,0.292410909091
4.0,3.0,99.0,0.227698181818
4.0,3.0,100.0,0.113127272727
5.0,3.0,1.0,0.143305454545
5.0,3.0,2.0,0.211527272727
5.0,3.0,3.0,0.264945454545
5.0,3.0,4.0,0.309676363636
5.0,3.0,5.0,0.34128
5.0,3.0,6.0,0.364192727273
5.0,3.0,7.0,0.381170909091
5.0,3.0,8.0,0.394083636364
5.0,3.0,9.0,0.402014545455
5.0,3.0,10.0,0.409287272727
5.0,3.0,11.0,0.421254545455
5.0,3.0,12.0,0.436767272727
5.0,3.0,13.0,0.451276363636
5.0,3.0,14.0,0.466269090909
5.0,3.0,15.0,0.478272727273
5.0,3.0,16.0,0.48212
5.0,3.0,17.0,0.480981818182
5.0,3.0,18.0,0.478952727273
5.0,3.0,19.0,0.477305454545
5.0,3.0,20.0,0.480756363636
5.0,3.0,21.0,0.490418181818
5.0,3.0,22.0,0.500101818182
5.0,3.0,23.0,0.506683636364
5.0,3.0,24.0,0.512109090909
5.0,3.0,25.0,0.519778181818
5.0,3.0,26.0,0.526570909091
5.0,3.0,27.0,0.532665454545
5.0,3.0,28.0,0.537087272727
5.0,3.0,29.0,0.541276363636
5.0,3.0,30.0,0.549774545455
5.0,3.0,31.0,0.559098181818
5.0,3.0,32.0,0.568065454545
5.0,3.0,33.0,0.576378181818
5.0,3.0,34.0,0.582465454545
5.0,3.0,35.0,0.589570909091
5.0,3.0,36.0,0.595072727273
5.0,3.0,37.0,0.600745454545
5.0,3.0,38.0,0.608330909091
5.0,3.0,39.0,0.622690909091
5.0,3.0,40.0,0.639941818182
5.0,3.0,41.0,0.656818181818
5.0,3.0,42.0,0.669418181818
5.0,3.0,43.0,0.67744
5.0,3.0,44.0,0.681723636364
5.0,3.0,45.0,0.684505454545
5.0,3.0,46.0,0.687178181818
5.0,3.0,47.0,0.68924
5.0,3.0,48.0,0.689490909091
5.0,3.0,49.0,0.685196363636
5.0,3.0,50.0,0.679512727273
5.0,3.0,51.0,0.672756363636
5.0,3.0,52.0,0.668189090909
5.0,3.0,53.0,0.667036363636
5.0,3.0,54.0,0.66492
5.0,3.0,55.0,0.661069090909
5.0,3.0,56.0,0.657814545455
5.0,3.0,57.0,0.656512727273
5.0,3.0,58.0,0.654167272727
5.0,3.0,59.0,0.650003636364
5.0,3.0,60.0,0.646978181818
5.0,3.0,61.0,0.64124
5.0,3.0,62.0,0.631454545455
5.0,3.0,63.0,0.624283636364
5.0,3.0,64.0,0.61508
5.0,3.0,65.0,0.606712727273
5.0,3.0,66.0,0.602865454545
5.0,3.0,67.0,0.597672727273
5.0,3.0,68.0,0.592523636364
5.0,3.0,69.0,0.587123636364
5.0,3.0,70.0,0.576378181818
5.0,3.0,71.0,0.561690909091
5.0,3.0,72.0,0.543327272727
5.0,3.0,73.0,0.526014545455
5.0,3.0,74.0,0.512381818182
5.0,3.0,75.0,0.500538181818
5.0,3.0,76.0,0.491716363636
5.0,3.0,77.0,0.489094545455
5.0,3.0,78.0,0.487450909091
5.0,3.0,79.0,0.487396363636
5.0,3.0,80.0,0.483003636364
5.0,3.0,81.0,0.478312727273
5.0,3.0,82.0,0.469094545455
5.0,3.0,83.0,0.454643636364
5.0,3.0,84.0,0.439269090909
5.0,3.0,85.0,0.42904
5.0,3.0,86.0,0.416378181818
5.0,3.0,87.0,0.403770909091
5.0,3.0,88.0,0.392298181818
5.0,3.0,89.0,0.382069090909
5.0,3.0,90.0,0.369981818182
5.0,3.0,91.0,0.357458181818
5.0,3.0,92.0,0.352170909091
5.0,3.0,93.0,0.349629090909
5.0,3.0,94.0,0.344229090909
5.0,3.0,95.0,0.333156363636
5.0,3.0,96.0,0.321658181818
5.0,3.0,97.0,0.303098181818
5.0,3.0,98.0,0.264178181818
5.0,3.0,99.0,0.209
5.0,3.0,100.0,0.14544
6.0,3.0,1.0,0.167294545455
6.0,3.0,2.0,0.229861818182
6.0,3.0,3.0,0.299363636364
6.0,3.0,4.0,0.353756363636
6.0,3.0,5.0,0.38116
6.0,3.0,6.0,0.38592
6.0,3.0,7.0,0.387090909091
6.0,3.0,8.0,0.399065454545
6.0,3.0,9.0,0.420996363636
6.0,3.0,10.0,0.437450909091
6.0,3.0,11.0,0.439883636364
6.0,3.0,12.0,0.43908
6.0,3.0,13.0,0.443363636364
6.0,3.0,14.0,0.45108
6.0,3.0,15.0,0.460945454545
6.0,3.0,16.0,0.472992727273
6.0,3.0,17.0,0.485170909091
6.0,3.0,18.0,0.494312727273
6.0,3.0,19.0,0.498945454545
6.0,3.0,20.0,0.497869090909
6.0,3.0,21.0,0.492825454545
6.0,3.0,22.0,0.48616
6.0,3.0,23.0,0.478778181818
6.0,3.0,24.0,0.473934545455
6.0,3.0,25.0,0.468512727273
6.0,3.0,26.0,0.463123636364
6.0,3.0,27.0,0.464570909091
6.0,3.0,28.0,0.469647272727
6.0,3.0,29.0,0.469534545455
6.0,3.0,30.0,0.471025454545
6.0,3.0,31.0,0.47272
6.0,3.0,32.0,0.474592727273
6.0,3.0,33.0,0.481330909091
6.0,3.0,34.0,0.492094545455
6.0,3.0,35.0,0.503683636364
6.0,3.0,36.0,0.515196363636
6.0,3.0,37.0,0.524952727273
6.0,3.0,38.0,0.534043636364
6.0,3.0,39.0,0.54348
6.0,3.0,40.0,0.553527272727
6.0,3.0,41.0,0.563789090909
6.0,3.0,42.0,0.570596363636
6.0,3.0,43.0,0.574494545455
6.0,3.0,44.0,0.576996363636
6.0,3.0,45.0,0.57896
6.0,3.0,46.0,0.580090909091
6.0,3.0,47.0,0.580854545455
6.0,3.0,48.0,0.580625454545
6.0,3.0,49.0,0.579374545455
6.0,3.0,50.0,0.574803636364
6.0,3.0,51.0,0.568970909091
6.0,3.0,52.0,0.561647272727
6.0,3.0,53.0,0.552661818182
6.0,3.0,54.0,0.543869090909
6.0,3.0,55.0,0.535174545455
6.0,3.0,56.0,0.524505454545
6.0,3.0,57.0,0.514876363636
6.0,3.0,58.0,0.503923636364
6.0,3.0,59.0,0.491789090909
6.0,3.0,60.0,0.481269090909
6.0,3.0,61.0,0.471490909091
6.0,3.0,62.0,0.463789090909
6.0,3.0,63.0,0.456094545455
6.0,3.0,64.0,0.451345454545
6.0,3.0,65.0,0.445661818182
6.0,3.0,66.0,0.436807272727
6.0,3.0,67.0,0.424821818182
6.0,3.0,68.0,0.414065454545
6.0,3.0,69.0,0.407429090909
6.0,3.0,70.0,0.399556363636
6.0,3.0,71.0,0.390563636364
6.0,3.0,72.0,0.380789090909
6.0,3.0,73.0,0.378814545455
6.0,3.0,74.0,0.382832727273
6.0,3.0,75.0,0.390872727273
6.0,3.0,76.0,0.397429090909
6.0,3.0,77.0,0.402276363636
6.0,3.0,78.0,0.408298181818
6.0,3.0,79.0,0.412738181818
6.0,3.0,80.0,0.411247272727
6.0,3.0,81.0,0.415032727273
6.0,3.0,82.0,0.419309090909
6.0,3.0,83.0,0.422032727273
6.0,3.0,84.0,0.419029090909
6.0,3.0,85.0,0.414705454545
6.0,3.0,86.0,0.412796363636
6.0,3.0,87.0,0.41136
6.0,3.0,88.0,0.409636363636
6.0,3.0,89.0,0.404490909091
6.0,3.0,90.0,0.398007272727
6.0,3.0,91.0,0.388934545455
6.0,3.0,92.0,0.377061818182
6.0,3.0,93.0,0.360756363636
6.0,3.0,94.0,0.343258181818
6.0,3.0,95.0,0.325316363636
6.0,3.0,96.0,0.312352727273
6.0,3.0,97.0,0.299196363636
6.0,3.0,98.0,0.267487272727
6.0,3.0,99.0,0.217123636364
6.0,3.0,100.0,0.165003636364
7.0,3.0,1.0,0.178476363636
7.0,3.0,2.0,0.212647272727
7.0,3.0,3.0,0.267450909091
7.0,3.0,4.0,0.321083636364
7.0,3.0,5.0,0.366694545455
7.0,3.0,6.0,0.399516363636
7.0,3.0,7.0,0.418327272727
7.0,3.0,8.0,0.430061818182
7.0,3.0,9.0,0.445283636364
7.0,3.0,10.0,0.458298181818
7.0,3.0,11.0,0.463505454545
7.0,3.0,12.0,0.464472727273
7.0,3.0,13.0,0.455069090909
7.0,3.0,14.0,0.439756363636
7.0,3.0,15.0,0.42356
7.0,3.0,16.0,0.414323636364
7.0,3.0,17.0,0.415894545455
7.0,3.0,18.0,0.426985454545
7.0,3.0,19.0,0.435989090909
7.0,3.0,20.0,0.434250909091
7.0,3.0,21.0,0.429447272727
7.0,3.0,22.0,0.428054545455
7.0,3.0,23.0,0.434923636364
7.0,3.0,24.0,0.445505454545
7.0,3.0,25.0,0.456774545455
7.0,3.0,26.0,0.46472
7.0,3.0,27.0,0.459836363636
7.0,3.0,28.0,0.45552
7.0,3.0,29.0,0.450698181818
7.0,3.0,30.0,0.440741818182
7.0,3.0,31.0,0.436065454545
7.0,3.0,32.0,0.441236363636
7.0,3.0,33.0,0.450501818182
7.0,3.0,34.0,0.463061818182
7.0,3.0,35.0,0.485610909091
7.0,3.0,36.0,0.511905454545
7.0,3.0,37.0,0.538189090909
7.0,3.0,38.0,0.558876363636
7.0,3.0,39.0,0.568825454545
7.0,3.0,40.0,0.570556363636
7.0,3.0,41.0,0.567032727273
7.0,3.0,42.0,0.559636363636
7.0,3.0,43.0,0.551589090909
7.0,3.0,44.0,0.548458181818
7.0,3.0,45.0,0.540207272727
7.0,3.0,46.0,0.540087272727
7.0,3.0,47.0,0.537425454545
7.0,3.0,48.0,0.530621818182
7.0,3.0,49.0,0.521447272727
7.0,3.0,50.0,0.509741818182
7.0,3.0,51.0,0.495763636364
7.0,3.0,52.0,0.48192
7.0,3.0,53.0,0.46884
7.0,3.0,54.0,0.464829090909
7.0,3.0,55.0,0.454785454545
7.0,3.0,56.0,0.453567272727
7.0,3.0,57.0,0.447389090909
7.0,3.0,58.0,0.445629090909
7.0,3.0,59.0,0.428450909091
7.0,3.0,60.0,0.422734545455
7.0,3.0,61.0,0.413923636364
7.0,3.0,62.0,0.410912727273
7.0,3.0,63.0,0.40436
7.0,3.0,64.0,0.398552727273
7.0,3.0,65.0,0.394116363636
7.0,3.0,66.0,0.38652
7.0,3.0,67.0,0.379345454545
7.0,3.0,68.0,0.369207272727
7.0,3.0,69.0,0.365978181818
7.0,3.0,70.0,0.367654545455
7.0,3.0,71.0,0.363076363636
7.0,3.0,72.0,0.351901818182
7.0,3.0,73.0,0.347916363636
7.0,3.0,74.0,0.342767272727
7.0,3.0,75.0,0.343454545455
7.0,3.0,76.0,0.339523636364
7.0,3.0,77.0,0.331385454545
7.0,3.0,78.0,0.316272727273
7.0,3.0,79.0,0.309730909091
7.0,3.0,80.0,0.314949090909
7.0,3.0,81.0,0.328218181818
7.0,3.0,82.0,0.347923636364
7.0,3.0,83.0,0.363567272727
7.0,3.0,84.0,0.378872727273
7.0,3.0,85.0,0.383636363636
7.0,3.0,86.0,0.392541818182
7.0,3.0,87.0,0.39448
7.0,3.0,88.0,0.390436363636
7.0,3.0,89.0,0.373894545455
7.0,3.0,90.0,0.35924
7.0,3.0,91.0,0.327123636364
7.0,3.0,92.0,0.305036363636
7.0,3.0,93.0,0.283312727273
7.0,3.0,94.0,0.267261818182
7.0,3.0,95.0,0.255676363636
7.0,3.0,96.0,0.228763636364
7.0,3.0,97.0,0.202796363636
7.0,3.0,98.0,0.188621818182
7.0,3.0,99.0,0.179756363636
7.0,3.0,100.0,0.14948
8.0,3.0,1.0,0.166930909091
8.0,3.0,2.0,0.211625454545
8.0,3.0,3.0,0.26424
8.0,3.0,4.0,0.315527272727
8.0,3.0,5.0,0.357214545455
8.0,3.0,6.0,0.380669090909
8.0,3.0,7.0,0.395734545455
8.0,3.0,8.0,0.40548
8.0,3.0,9.0,0.411538181818
8.0,3.0,10.0,0.40568
8.0,3.0,11.0,0.38512
8.0,3.0,12.0,0.361545454545
8.0,3.0,13.0,0.343534545455
8.0,3.0,14.0,0.349636363636
8.0,3.0,15.0,0.381483636364
8.0,3.0,16.0,0.430501818182
8.0,3.0,17.0,0.479014545455
8.0,3.0,18.0,0.522734545455
8.0,3.0,19.0,0.557850909091
8.0,3.0,20.0,0.57924
8.0,3.0,21.0,0.58416
8.0,3.0,22.0,0.5786
8.0,3.0,23.0,0.572858181818
8.0,3.0,24.0,0.561032727273
8.0,3.0,25.0,0.539145454545
8.0,3.0,26.0,0.521010909091
8.0,3.0,27.0,0.514909090909
8.0,3.0,28.0,0.498203636364
8.0,3.0,29.0,0.471330909091
8.0,3.0,30.0,0.453836363636
8.0,3.0,31.0,0.444618181818
8.0,3.0,32.0,0.441629090909
8.0,3.0,33.0,0.456010909091
8.0,3.0,34.0,0.463367272727
8.0,3.0,35.0,0.475778181818
8.0,3.0,36.0,0.507887272727
8.0,3.0,37.0,0.528916363636
8.0,3.0,38.0,0.5296
8.0,3.0,39.0,0.531058181818
8.0,3.0,40.0,0.520396363636
8.0,3.0,41.0,0.513738181818
8.0,3.0,42.0,0.518341818182
8.0,3.0,43.0,0.531392727273
8.0,3.0,44.0,0.534018181818
8.0,3.0,45.0,0.523876363636
8.0,3.0,46.0,0.538105454545
8.0,3.0,47.0,0.539836363636
8.0,3.0,48.0,0.535861818182
8.0,3.0,49.0,0.520672727273
8.0,3.0,50.0,0.496487272727
8.0,3.0,51.0,0.499443636364
8.0,3.0,52.0,0.494309090909
8.0,3.0,53.0,0.495632727273
8.0,3.0,54.0,0.494483636364
8.0,3.0,55.0,0.493134545455
8.0,3.0,56.0,0.498389090909
8.0,3.0,57.0,0.505810909091
8.0,3.0,58.0,0.4972
8.0,3.0,59.0,0.497330909091
8.0,3.0,60.0,0.493276363636
8.0,3.0,61.0,0.484381818182
8.0,3.0,62.0,0.483127272727
8.0,3.0,63.0,0.482894545455
8.0,3.0,64.0,0.478127272727
8.0,3.0,65.0,0.478483636364
8.0,3.0,66.0,0.481614545455
8.0,3.0,67.0,0.474785454545
8.0,3.0,68.0,0.467370909091
8.0,3.0,69.0,0.469989090909
8.0,3.0,70.0,0.464516363636
8.0,3.0,71.0,0.448105454545
8.0,3.0,72.0,0.437410909091
8.0,3.0,73.0,0.41592
8.0,3.0,74.0,0.399607272727
8.0,3.0,75.0,0.401989090909
8.0,3.0,76.0,0.406614545455
8.0,3.0,77.0,0.413930909091
