subjectID,tractID,nodeID,volume,md,ad,cl,curvature,rd,fa,torsion
patient_01,Left Thalamic Radiation,37,72.0,0.808024676849,1.36689649643,0.325813682678,0.0348286636804,0.528588767058,0.539577821125,-0.191997430735
patient_01,Left Thalamic Radiation,38,68.0,0.806929246013,1.37924676475,0.335948475256,0.0290384292443,0.520770486643,0.550099288539,-0.0668365657904
patient_01,Left Thalamic Radiation,39,77.0,0.805752512844,1.38842656243,0.343697151913,0.0256950487482,0.51441548805,0.558458952731,-0.0778344451138
patient_01,Left Thalamic Radiation,40,76.0,0.805544111117,1.39565609485,0.348401653002,0.0317320193459,0.510488119253,0.564135303795,-0.0609088213057
patient_01,Left Thalamic Radiation,41,75.0,0.806663723115,1.40076836107,0.349562344634,0.0427546303826,0.509611404136,0.566753556289,0.117153437081
patient_01,Left Thalamic Radiation,42,69.0,0.809230883715,1.40744994229,0.349628617947,0.0444837697739,0.510121354425,0.568854820009,0.260675694377
patient_01,Left Thalamic Radiation,43,74.0,0.813275710529,1.41592874545,0.348763334331,0.035597485881,0.51194919307,0.570437029866,0.136061981176
patient_01,Left Thalamic Radiation,44,83.0,0.817993940283,1.42400136256,0.346874803602,0.0267927948367,0.514990229143,0.570978563625,-0.200464600887
patient_01,Left Thalamic Radiation,45,74.0,0.822009304336,1.4301498363,0.344436247857,0.028254532636,0.517939038355,0.571004660793,0.132408091533
patient_01,Left Thalamic Radiation,46,76.0,0.825527380479,1.43391575223,0.341013434298,0.0270368839289,0.521333194602,0.570030338052,0.386539520883
patient_01,Left Thalamic Radiation,47,82.0,0.829000045354,1.4371126572,0.336977347197,0.0234809888748,0.524943739431,0.568712830385,0.360987174282
patient_01,Left Thalamic Radiation,48,81.0,0.832375998888,1.4393511961,0.332180363478,0.0223721062963,0.52888840028,0.566785457501,0.176276623143
patient_01,Left Thalamic Radiation,49,75.0,0.835448720197,1.43823477,0.325281156319,0.0230977672022,0.534055695295,0.563105174223,0.107304335532
patient_01,Left Thalamic Radiation,50,81.0,0.838463509537,1.4351056945,0.317375450323,0.0238655660568,0.540142417055,0.558124068547,0.463592795756
patient_01,Left Thalamic Radiation,51,83.0,0.841069914666,1.43222532482,0.310329756433,0.0236219099695,0.545492209587,0.553710173089,0.086969265758
patient_01,Left Thalamic Radiation,52,84.0,0.843033628995,1.42955712264,0.304455234104,0.0240021104647,0.54977188217,0.550142921736,-0.0431795935311
patient_01,Left Thalamic Radiation,53,80.0,0.844655638414,1.42662500542,0.299164849665,0.0218307453817,0.553670954911,0.546593809534,0.373735967773
patient_01,Left Thalamic Radiation,54,81.0,0.845973113606,1.42432007647,0.295149847024,0.0259086381971,0.556799632176,0.543498137669,0.18444296558
patient_01,Left Thalamic Radiation,55,86.0,0.848554686526,1.42532146011,0.292424027675,0.0309406039976,0.560171299734,0.540831625838,0.298220136141
patient_01,Left Thalamic Radiation,56,87.0,0.851819942233,1.42921569595,0.290960219037,0.0375446615486,0.563122065372,0.539364821386,-0.134280482164
patient_01,Left Thalamic Radiation,57,85.0,0.854543399984,1.43088786116,0.288512042634,0.0437755660325,0.566371169395,0.53741608166,-0.267011807792
patient_01,Left Thalamic Radiation,58,90.0,0.857274643497,1.43099862765,0.285154033695,0.0503970803607,0.570412651422,0.534506112528,-0.216182742408
patient_01,Left Thalamic Radiation,59,86.0,0.858520893308,1.42700183483,0.280644574613,0.0629942002077,0.574280422546,0.530902398179,-0.245657796747
patient_01,Left Thalamic Radiation,60,90.0,0.857874059743,1.4200760858,0.276149579103,0.0820241148863,0.576773046712,0.527795695142,-0.0923104761476
patient_01,Left Thalamic Radiation,61,83.0,0.856897662204,1.41260838653,0.272318867363,0.0883762653077,0.579042300043,0.524491595823,-0.059838879872
patient_01,Left Thalamic Radiation,62,89.0,0.855708299019,1.40612249579,0.270286495228,0.0914271004448,0.580501200632,0.521557678505,0.0539328747513
patient_01,Left Thalamic Radiation,63,92.0,0.8546629841,1.40054736812,0.269546467973,0.0922772020534,0.581720792089,0.518620787292,0.122485590869
patient_01,Left Thalamic Radiation,64,88.0,0.853875959631,1.39693071847,0.270633102079,0.07978211624,0.58234858021,0.516259185828,0.261266055415
patient_01,Left Thalamic Radiation,65,90.0,0.852970768182,1.39672462471,0.2745217899,0.0600430574801,0.581093839919,0.516096748943,0.431504697489
patient_01,Left Thalamic Radiation,66,90.0,0.851661680807,1.39743964517,0.279375956539,0.0460171269058,0.578772698627,0.516994193346,0.482552237455
patient_01,Left Thalamic Radiation,67,85.0,0.850483811993,1.39972132462,0.285214350406,0.045501626636,0.575865055679,0.518799980155,0.00474318022943
patient_01,Left Thalamic Radiation,68,88.0,0.847968479696,1.40105333616,0.291500279092,0.0469318236737,0.571426051465,0.521588119026,-0.504482176327
patient_01,Left Thalamic Radiation,69,84.0,0.844269146871,1.4018293188,0.298227703192,0.0520449704886,0.565489060906,0.525493761166,-0.434331322798
patient_01,Left Thalamic Radiation,70,82.0,0.839722397831,1.39967714086,0.304183839021,0.0610212958455,0.559745026317,0.528307303786,-0.0417121673402
patient_01,Left Thalamic Radiation,71,88.0,0.835401755422,1.39528211355,0.308999761083,0.0627398177374,0.55546157636,0.529065337742,0.0686750143256
patient_01,Left Thalamic Radiation,72,84.0,0.831247770966,1.39042528382,0.312699715658,0.0623119949509,0.551659014536,0.529533854491,0.390806375178
patient_01,Left Thalamic Radiation,73,83.0,0.828190830787,1.38653093841,0.314352065722,0.0571896735302,0.549020776973,0.529707000592,0.322773013798
patient_01,Left Thalamic Radiation,74,96.0,0.826451666799,1.38355202516,0.314068343942,0.0491929343205,0.54790148762,0.529278717276,0.187666527278
patient_01,Left Thalamic Radiation,75,88.0,0.826278735543,1.3839694259,0.313573353157,0.0391015194352,0.547433390365,0.529558437592,0.411013098801
patient_01,Left Thalamic Radiation,76,88.0,0.8262836472,1.38057558236,0.310382548558,0.0350210039143,0.549137679618,0.527114153555,0.21823769232
patient_01,Left Thalamic Radiation,77,93.0,0.826274255621,1.37295994591,0.304674322366,0.0317147637292,0.552931410477,0.521643057602,0.107629147548
patient_01,Left Thalamic Radiation,78,85.0,0.827056334345,1.36700439613,0.299082435125,0.0346582923495,0.557082303454,0.516375410437,0.355809947051
patient_01,Left Thalamic Radiation,79,87.0,0.828055745664,1.36060428224,0.293132679579,0.0351796224093,0.561781477375,0.510262747449,0.160647093451
patient_01,Left Thalamic Radiation,80,88.0,0.829411787311,1.35378236063,0.286886483593,0.0329035241907,0.567226500652,0.503217538617,1.09909891786
patient_01,Left Thalamic Radiation,81,84.0,0.830182821109,1.34386484675,0.280140043428,0.0370727079966,0.57334180829,0.494361322983,0.445124755539
patient_01,Left Thalamic Radiation,82,86.0,0.831845178297,1.33465046478,0.273445929185,0.0462675009759,0.580442535054,0.484773274063,0.191272824453
patient_01,Left Thalamic Radiation,83,92.0,0.834311731511,1.32400728796,0.264828053419,0.0591512349078,0.589463953288,0.473188116393,-0.13353780683
patient_01,Left Thalamic Radiation,84,99.0,0.837253703882,1.31296263593,0.255112165736,0.0648908144244,0.599399237855,0.460836584272,-0.24584970562
patient_01,Left Thalamic Radiation,85,98.0,0.840924929612,1.30346465381,0.245212436188,0.0594902521084,0.609655067512,0.448904129438,-0.0711162159745
patient_01,Left Thalamic Radiation,86,96.0,0.845009366263,1.29608115063,0.235708345234,0.0587812116213,0.619473474081,0.438427807527,-0.375204951026
patient_01,Left Thalamic Radiation,87,95.0,0.850323142148,1.28875697541,0.224989711588,0.0851475913898,0.631106225519,0.426936506798,-0.202005428508
patient_01,Left Thalamic Radiation,88,107.0,0.857194245463,1.28186567823,0.21302406559,0.100713790597,0.644858529082,0.414163385316,-0.189243825853
patient_01,Left Thalamic Radiation,89,96.0,0.862472026458,1.27353926796,0.201412392047,0.0841753505383,0.656938405707,0.402094039271,-0.584955349255
patient_01,Left Thalamic Radiation,90,100.0,0.866069521228,1.26463052361,0.191017393401,0.0732759279423,0.666789020035,0.391485434923,-0.42103739255
patient_01,Left Thalamic Radiation,91,106.0,0.869674201863,1.25682805983,0.181192228559,0.0957261997245,0.676097272879,0.382167541059,-1.01279630576
patient_01,Left Thalamic Radiation,92,94.0,0.871960973506,1.24882765659,0.172414522482,0.118904642288,0.683527631963,0.374866711005,-0.19517054329
patient_01,Left Thalamic Radiation,93,99.0,0.874159875829,1.23902210872,0.162947786095,0.0992160205113,0.691728759386,0.366763229179,0.0139112136545
patient_01,Left Thalamic Radiation,94,101.0,0.878498098472,1.22899931508,0.151927796648,0.0570220182658,0.703247490166,0.355787392558,-1.11833063348
patient_01,Left Thalamic Radiation,95,88.0,0.883438128836,1.21905531051,0.141693878225,0.039687441193,0.715629538002,0.342520092852,-1.10764597956
patient_01,Left Thalamic Radiation,96,106.0,0.887792370364,1.20916182132,0.132883358676,0.0455959306335,0.727107644887,0.329006443425,-0.584140258524
patient_01,Left Thalamic Radiation,97,88.0,0.891960184213,1.20264221491,0.12636718769,0.0587444322975,0.736619168864,0.318082332993,-0.45776670046
patient_01,Left Thalamic Radiation,98,93.0,0.896434810779,1.2022871396,0.123622056594,0.0660826988637,0.743508646366,0.310958184606,-0.123555498814
patient_01,Left Thalamic Radiation,99,103.0,0.903585624216,1.20770957527,0.122975102869,0.0603891681238,0.75152364869,0.304910955605,-0.0751144964913
patient_01,Right Thalamic Radiation,0,69.0,0.806864429664,1.17571784207,0.200825250909,0.251348768786,0.622437723463,0.388408798028,-0.0323142400206
patient_01,Right Thalamic Radiation,1,63.0,0.804057957227,1.17862529416,0.204706497642,0.326350060228,0.616774288763,0.394471535222,-0.0608131683447
patient_01,Right Thalamic Radiation,2,71.0,0.801871828639,1.18264519701,0.208991406928,0.212862914195,0.611485144452,0.400470811885,-0.294577253334
patient_01,Right Thalamic Radiation,3,59.0,0.799470700894,1.18681068351,0.213793271594,0.0548642944687,0.605800709586,0.406728977566,-3.44648368909
patient_01,Right Thalamic Radiation,4,63.0,0.796589741399,1.18866039437,0.217807750364,0.104052784089,0.600554414914,0.411668596154,-0.165281280864
patient_01,Right Thalamic Radiation,5,62.0,0.793310728257,1.18700755819,0.220002605115,0.0912224072983,0.596462313289,0.414438850504,0.121743754145
patient_01,Right Thalamic Radiation,6,66.0,0.790108709187,1.18272638827,0.220658548117,0.05888991808,0.593799869644,0.414859353375,0.158819315547
patient_01,Right Thalamic Radiation,7,60.0,0.78700072068,1.1774269407,0.220548012322,0.035704666473,0.591787610669,0.414204488393,0.0812880953361
patient_01,Right Thalamic Radiation,8,71.0,0.784134190778,1.17059299191,0.219178801547,0.0459734320173,0.590904790212,0.411640511489,-0.169651222495
patient_01,Right Thalamic Radiation,9,59.0,0.781812782,1.15982750957,0.214297743569,0.0477719969223,0.592805418214,0.40498519017,-0.069715004796
patient_01,Right Thalamic Radiation,10,73.0,0.780335135959,1.1454094037,0.20576641452,0.0230076653141,0.59779800209,0.393990997147,-0.154109012898
patient_01,Right Thalamic Radiation,11,67.0,0.779069155378,1.13235794333,0.197691939705,0.0167402577402,0.602424761401,0.383785270277,0.743952646727
patient_01,Right Thalamic Radiation,12,72.0,0.778034042743,1.12233353229,0.191487561786,0.0280668107306,0.605884297969,0.375496331588,0.619531563469
patient_01,Right Thalamic Radiation,13,66.0,0.777252487849,1.11435300173,0.186587800315,0.0408084139282,0.608702230909,0.368685079956,0.314354680831
patient_01,Right Thalamic Radiation,14,72.0,0.776584204074,1.10896781979,0.183455059313,0.0723177065186,0.610392396218,0.364308234916,0.199149388126
patient_01,Right Thalamic Radiation,15,72.0,0.776095289502,1.10758200972,0.182019988616,0.0917161451184,0.610351929391,0.364051138028,0.136394860853
patient_01,Right Thalamic Radiation,16,67.0,0.77665138517,1.1100759145,0.181669907765,0.143399261363,0.609939120507,0.366410693508,0.169720267607
patient_01,Right Thalamic Radiation,17,64.0,0.778562170582,1.1153322697,0.182338507679,0.141590798615,0.610177121024,0.36930079015,0.264940065473
patient_01,Right Thalamic Radiation,18,68.0,0.782178271021,1.12160897925,0.183643290818,0.106393071891,0.612462916908,0.369866239796,0.361102896499
patient_01,Right Thalamic Radiation,19,69.0,0.786245361308,1.12966760086,0.186166875399,0.0736980909701,0.614534241534,0.371395487291,0.22518178054
patient_01,Right Thalamic Radiation,20,68.0,0.790578237099,1.14122708914,0.190519436056,0.0505894391382,0.61525381108,0.376008364985,0.0579649025482
patient_01,Right Thalamic Radiation,21,63.0,0.79478995448,1.15456403042,0.195663073094,0.0565004007312,0.614902916512,0.382514594382,0.0357584190941
patient_01,Right Thalamic Radiation,22,67.0,0.795119953661,1.16017466527,0.198607756023,0.080337248106,0.612592597859,0.387415330606,0.0718915242295
patient_01,Right Thalamic Radiation,23,65.0,0.791797420691,1.16018825223,0.200821999283,0.0957467215298,0.607602004922,0.392381094815,0.0646616939238
patient_01,Right Thalamic Radiation,24,67.0,0.787319787427,1.16166991361,0.205032470818,0.096338789551,0.600144724335,0.400304279216,0.106905602744
patient_01,Right Thalamic Radiation,25,61.0,0.782581676928,1.16717334759,0.212235516511,0.0969787027806,0.590285841599,0.412215640707,0.151869634913
patient_01,Right Thalamic Radiation,26,58.0,0.778975312479,1.17729426374,0.221944520196,0.0971456605952,0.579815836851,0.426346424599,0.184999731608
patient_01,Right Thalamic Radiation,27,67.0,0.777475878348,1.190659266,0.232330136627,0.0903136080714,0.570884184524,0.440084357315,0.190978021498
patient_01,Right Thalamic Radiation,28,61.0,0.776301073583,1.207261517,0.244377217785,0.0771345545255,0.560820851875,0.456316301666,0.235396511375
patient_01,Right Thalamic Radiation,29,64.0,0.776106735488,1.2257535726,0.256380765252,0.0687645526178,0.55128331693,0.472806898199,0.308076909348
patient_01,Right Thalamic Radiation,30,55.0,0.777133760371,1.249640585,0.270194375242,0.0622542840609,0.540880348057,0.491995228507,0.290437103401
patient_01,Right Thalamic Radiation,31,66.0,0.780746300637,1.27431846387,0.281682355376,0.0521618231351,0.533960219022,0.507920224297,0.167585057333
patient_01,Right Thalamic Radiation,32,64.0,0.786931801613,1.29292057974,0.287170136867,0.0486189450165,0.533937412547,0.514759712135,0.0753035780097
patient_01,Right Thalamic Radiation,33,59.0,0.792800925895,1.30915256648,0.291975266531,0.0449352761809,0.534625105603,0.519750909924,0.131709655967
patient_01,Right Thalamic Radiation,34,63.0,0.797878786353,1.32517524251,0.297236326921,0.0380833010538,0.534230558273,0.525619305558,0.217390853595
patient_01,Right Thalamic Radiation,35,69.0,0.802737700238,1.33863098409,0.30082383889,0.0341651063314,0.534791058313,0.529643952475,0.325962426242
patient_01,Right Thalamic Radiation,36,58.0,0.8077861923,1.35108413563,0.303176102651,0.0360471149216,0.536137220638,0.532724070389,0.271572055923
patient_01,Right Thalamic Radiation,37,67.0,0.81355435484,1.36376980615,0.304456129473,0.0405831464676,0.538446629186,0.535293734957,0.266702058867
patient_01,Right Thalamic Radiation,38,61.0,0.81995183212,1.37644848598,0.304452997598,0.042335368038,0.541703505192,0.537410571347,0.65259115466
patient_01,Right Thalamic Radiation,39,60.0,0.825359579761,1.38820676479,0.304573913626,0.0429001039772,0.543935987245,0.540315134252,0.175789553142
patient_01,Right Thalamic Radiation,40,63.0,0.829442251088,1.40075709329,0.306192707645,0.0350848274586,0.543784829988,0.545641872492,-0.0234873189069
patient_01,Right Thalamic Radiation,41,60.0,0.832904946875,1.41346551323,0.308674991642,0.0257958556531,0.542624663698,0.55152370175,0.141873241473
patient_01,Right Thalamic Radiation,42,62.0,0.837483506467,1.42508743383,0.310018656239,0.0234410131276,0.543681542784,0.554663238974,-1.07677141161
patient_01,Right Thalamic Radiation,43,65.0,0.843172808322,1.4357941614,0.31001987202,0.0277484419347,0.546862131782,0.555302620445,-0.329115384107
patient_01,Right Thalamic Radiation,44,61.0,0.848325532362,1.44310454929,0.308501053633,0.0243157241691,0.550936023901,0.554331032818,-0.170395297071
patient_01,Right Thalamic Radiation,45,60.0,0.852677364952,1.44804241637,0.306285322223,0.0150579674618,0.554994839245,0.552723548103,1.04545663396
patient_01,Right Thalamic Radiation,46,59.0,0.856067426404,1.45118449701,0.303900591873,0.0152894362244,0.558508891103,0.551159741317,-0.374226870398
patient_01,Right Thalamic Radiation,47,63.0,0.859336437083,1.4559369726,0.302862093176,0.0193431075647,0.561036169325,0.550618308755,-0.441151679594
patient_01,Right Thalamic Radiation,48,66.0,0.862422722501,1.46410208097,0.304818098084,0.0201412648504,0.561583043267,0.552016579769,-0.550776236585
patient_01,Right Thalamic Radiation,49,59.0,0.865131983022,1.47266058472,0.308015750594,0.0233401557125,0.561367682175,0.553602154682,-0.416351889795
patient_01,Right Thalamic Radiation,50,65.0,0.866872335881,1.47947235556,0.311756050058,0.0299504930141,0.560572326042,0.554828302937,-0.162139810312
patient_01,Right Thalamic Radiation,51,56.0,0.867055307014,1.48243816187,0.315036790911,0.0384677979744,0.559363879586,0.555353549198,-0.0602065680983
patient_01,Right Thalamic Radiation,52,67.0,0.864331973872,1.4728806696,0.313624770995,0.0527578459821,0.560057626007,0.551594979594,-0.14438386342
patient_01,Right Thalamic Radiation,53,66.0,0.85995162857,1.45442274093,0.308055744181,0.0712154057046,0.56271607239,0.544184796146,0.0246287000841
patient_01,Right Thalamic Radiation,54,57.0,0.856113705367,1.43697756487,0.302518601628,0.0812870958476,0.565681775618,0.536611272975,0.0952526852673
patient_01,Right Thalamic Radiation,55,71.0,0.852820282696,1.42139404061,0.297563207484,0.073096037435,0.568533403738,0.52946383595,-0.0243694567566
patient_01,Right Thalamic Radiation,56,63.0,0.850238972162,1.4085054882,0.293798209782,0.0554811521683,0.571105714144,0.522951854878,-0.380678591195
patient_01,Right Thalamic Radiation,57,72.0,0.849195615455,1.3986558334,0.290947205419,0.0420497251357,0.574465506483,0.516249486952,-1.09962588086
patient_01,Right Thalamic Radiation,58,61.0,0.848255614025,1.39047939888,0.288978964486,0.0378492050918,0.577143721598,0.510702406257,-0.180792410431
patient_01,Right Thalamic Radiation,59,61.0,0.846910211171,1.38482013574,0.28825981282,0.0385599784394,0.577955248887,0.507849750549,-0.0830425431807
patient_01,Right Thalamic Radiation,60,75.0,0.845313443142,1.38219189498,0.289069488112,0.046394023755,0.576874217221,0.507697167393,-0.223216569468
patient_01,Right Thalamic Radiation,61,61.0,0.842471888157,1.38150381012,0.291532368892,0.0550778086234,0.572955927175,0.510729445146,-0.123595803
patient_01,Right Thalamic Radiation,62,72.0,0.838127823173,1.38225836222,0.295965147281,0.0612627146903,0.566062553648,0.516686339323,-0.127255192505
patient_01,Right Thalamic Radiation,63,64.0,0.833142119229,1.38410357901,0.301152568252,0.0598257308609,0.55766138934,0.524390453136,-0.0176414250649
patient_01,Right Thalamic Radiation,64,60.0,0.827802577625,1.38764901429,0.307610769405,0.0557974542227,0.547879359293,0.533838173792,0.0332889248393
patient_01,Right Thalamic Radiation,65,69.0,0.822708333549,1.39292088328,0.315234573778,0.0528048704503,0.537602058682,0.544090206028,0.113929281355
patient_01,Right Thalamic Radiation,66,62.0,0.818978573337,1.3997534552,0.322823409627,0.0534261285388,0.528591132405,0.553583279047,-0.167835755426
patient_01,Right Thalamic Radiation,67,67.0,0.820227360798,1.40664333162,0.326533345306,0.0606203585301,0.527019375385,0.556321502879,-0.234841481964
patient_01,Right Thalamic Radiation,68,66.0,0.823383415037,1.40982684211,0.326268034797,0.0628290940631,0.530161701502,0.553925016471,-0.114640156693
patient_01,Right Thalamic Radiation,69,60.0,0.826639599187,1.40914675733,0.323185059923,0.0518542837561,0.535386020118,0.548804675369,-0.176383014934
patient_01,Right Thalamic Radiation,70,64.0,0.829356099703,1.40639770576,0.318663623782,0.0409228884442,0.540835296672,0.543102586949,-0.272565465786
patient_01,Right Thalamic Radiation,71,62.0,0.830599920463,1.40123486272,0.313831844846,0.0365015962836,0.545282449335,0.537737466152,-0.371777634469
patient_01,Right Thalamic Radiation,72,65.0,0.828333738016,1.38915503701,0.308735426447,0.0321147520488,0.54792308852,0.531734267524,-0.260237848923
patient_01,Right Thalamic Radiation,73,69.0,0.821549970122,1.36801777866,0.30368721254,0.0259098246924,0.548316065853,0.524390133639,-0.309852406459
patient_01,Right Thalamic Radiation,74,65.0,0.81408907657,1.34681022351,0.299763895616,0.0266871621275,0.547728503099,0.517668626068,-0.233018179242
patient_01,Right Thalamic Radiation,75,60.0,0.806691302453,1.32979231892,0.298350655872,0.0274759861918,0.545140794219,0.513932741836,-0.357728678199
patient_01,Right Thalamic Radiation,76,65.0,0.800383020568,1.32057955627,0.300315819622,0.0283483222205,0.540284752716,0.514548484391,-0.290096655751
patient_01,Right Thalamic Radiation,77,61.0,0.795326280507,1.31695346634,0.303971243394,0.0291681749023,0.53451268759,0.517886102331,-0.82488128761
patient_01,Right Thalamic Radiation,78,67.0,0.793707616814,1.31446461144,0.304210987515,0.0346539030799,0.533329119502,0.517522696838,-0.946399162865
patient_01,Right Thalamic Radiation,79,71.0,0.797058265831,1.30891504712,0.29714393072,0.043478640222,0.541129875185,0.508181031076,-0.401270541131
patient_01,Right Thalamic Radiation,80,62.0,0.80283612154,1.30477622808,0.287828581692,0.0615673698506,0.551866068273,0.497340882409,-0.147311859932
patient_01,Right Thalamic Radiation,81,63.0,0.809227107785,1.30304468941,0.27802224064,0.077276088212,0.562318316974,0.488610623526,-0.00604944855764
patient_01,Right Thalamic Radiation,82,69.0,0.816291468968,1.30350543279,0.268043038504,0.0776720129037,0.572684487055,0.481714096818,0.068798832964
patient_01,Right Thalamic Radiation,83,61.0,0.823842411612,1.30677731455,0.258247009599,0.087969292088,0.582374960144,0.476902551677,0.29756865686
patient_01,Right Thalamic Radiation,84,66.0,0.83256541125,1.31259426524,0.250217459748,0.121965228686,0.592550984256,0.471752672169,0.2694260455
patient_01,Right Thalamic Radiation,85,66.0,0.842886019802,1.31808547437,0.242489219804,0.0932019296901,0.605286292519,0.463893441065,0.177275375549
patient_01,Right Thalamic Radiation,86,62.0,0.854953374737,1.32328808996,0.233451584071,0.0837886291935,0.620786017126,0.453951861035,0.293129300227
patient_01,Right Thalamic Radiation,87,64.0,0.867068866155,1.32828903657,0.22447973581,0.0787164212507,0.636458780949,0.443769807478,0.510813589908
patient_01,Right Thalamic Radiation,88,62.0,0.878284693553,1.33220027297,0.215701630658,0.0809625812656,0.651326903844,0.433997919678,0.450622981851
