elmo.2005 elmo.2008 elmo.2012 
NaN 0.369749 0.350644 
NaN 0.36025 0.384079 
NaN 0.295482 0.423223 
NaN 0.272255 0.471859 
0.130921 0.275238 0.450426 
0.146304 0.314246 0.458334 
0.201126 0.388754 0.479991 
0.384401 0.419115 0.481581 
0.52264 0.499405 0.479836 
0.445133 0.354196 0.405824 
0.54331 0.321374 0.342871 
0.482541 0.28481 0.343816 
0.517267 0.284934 0.324985 
0.483426 0.299178 0.317496 
0.412811 0.273956 0.330813 
0.39607 0.285239 0.326679 
0.383253 0.385459 0.32227 
0.379392 0.490941 0.291735 
0.339742 0.525397 0.283473 
0.287933 0.488019 0.327128 
0.263845 0.513189 0.312991 
0.355051 0.550974 0.317005 
0.38512 0.506301 0.384708 
0.359215 0.597992 0.43805 
0.452609 0.603019 0.449037 
0.558983 0.579798 0.439148 
0.630495 0.661587 0.481616 
0.56682 0.651831 0.548285 
0.563439 0.749821 0.561427 
0.642988 0.846232 0.615755 
0.76258 0.928904 0.772623 
0.818254 0.860601 0.78552 
0.739384 0.815681 0.832602 
0.726107 0.755694 0.887789 
0.84452 0.735047 0.807446 
0.963054 0.67147 0.674718 
0.738919 0.462114 0.53152 
0.551414 0.270151 0.414914 
0.51039 0.334879 0.354252 
0.426385 0.38047 0.340627 
0.381949 0.370437 0.290732 
0.354957 0.30647 0.333778 
0.332736 0.300538 NaN 
0.304038 0.336698 NaN 
0.2776 NaN NaN 
0.529335 NaN NaN 
0.440369 NaN NaN 
