elmo.2005 elmo.2008 elmo.2012 
NaN NaN 0.251391 
NaN NaN 0.296956 
0.420092 NaN 0.431922 
0.49016 0.411918 0.514452 
0.552175 0.522987 0.511962 
0.512516 0.425502 0.529051 
0.450028 0.311867 0.48741 
0.384432 0.553091 0.471225 
0.379671 0.585445 0.493651 
0.483391 0.575087 0.43725 
0.884083 0.347482 0.402547 
0.787598 0.318694 0.302407 
0.358925 0.389849 0.319395 
0.366434 0.390653 0.395168 
0.47223 0.495688 0.502436 
0.548973 0.590775 0.539429 
0.545485 0.588387 0.577224 
0.57151 0.611834 0.625598 
0.576255 0.702384 0.581047 
0.530993 0.718804 0.536498 
0.518049 0.641349 0.597379 
0.54715 0.678951 0.5222 
0.619551 0.697797 0.530667 
0.644746 0.72634 0.585111 
0.625776 0.748686 0.527297 
0.636785 0.669453 0.544705 
0.588094 0.659813 0.497325 
0.498016 0.641861 0.541516 
0.468037 0.513035 0.551489 
0.526677 0.442265 0.473216 
0.522014 0.40962 0.522434 
0.466994 0.561427 0.626262 
0.492381 0.46681 0.534434 
0.436284 0.409743 0.49888 
0.36273 0.380082 0.623353 
0.362787 0.41693 0.643272 
0.437125 0.373747 0.551354 
0.454883 0.427508 0.653933 
0.303384 0.422725 0.6004 
0.465683 0.471133 0.712128 
0.473878 0.494925 0.737687 
0.361984 0.562346 0.716367 
0.292967 0.517319 0.736957 
0.257892 0.602476 0.702985 
0.219436 0.555391 0.67794 
0.374166 0.647278 0.60966 
0.357473 0.65794 0.547262 
0.372499 0.601661 0.46854 
0.519708 0.599621 0.392813 
0.537036 0.502248 0.360875 
0.470497 0.430746 NaN 
0.396334 0.402645 NaN 
NaN 0.245624 NaN 
